,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Unkn,,,25.4769190765597,25.4769190765597,0,NaN,NaN,NaN,0,60,
,A02,SYBR,,Unkn,,,24.0786786187017,24.0786786187017,0,NaN,NaN,NaN,0,60,
,A03,SYBR,,Unkn,,,20.7802910204754,20.7802910204754,0,NaN,NaN,NaN,0,60,
,A04,SYBR,,Unkn,,,31.8910119094063,31.8910119094063,0,NaN,NaN,NaN,0,60,
,A05,SYBR,,Unkn,,,28.0133770804033,28.0133770804033,0,NaN,NaN,NaN,0,60,
,A06,SYBR,,Unkn,,,28.850940631496,28.850940631496,0,NaN,NaN,NaN,0,60,
,A07,SYBR,,Unkn,,,32.3989849466231,32.3989849466231,0,NaN,NaN,NaN,0,60,
,A08,SYBR,,Unkn,,,29.0361973742161,29.0361973742161,0,NaN,NaN,NaN,0,60,
,A09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A10,SYBR,,Unkn,,,30.134546466124,30.134546466124,0,NaN,NaN,NaN,0,60,
,A11,SYBR,,Unkn,,,36.3514172147012,36.3514172147012,0,NaN,NaN,NaN,0,60,
,A12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B01,SYBR,,Unkn,,,27.970411522576,27.970411522576,0,NaN,NaN,NaN,0,60,
,B02,SYBR,,Unkn,,,33.7750848302797,33.7750848302797,0,NaN,NaN,NaN,0,60,
,B03,SYBR,,Unkn,,,22.9429165932028,22.9429165932028,0,NaN,NaN,NaN,0,60,
,B04,SYBR,,Unkn,,,32.0058255711068,32.0058255711068,0,NaN,NaN,NaN,0,60,
,B05,SYBR,,Unkn,,,35.180785555249,35.180785555249,0,NaN,NaN,NaN,0,60,
,B06,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B07,SYBR,,Unkn,,,27.898281984563,27.898281984563,0,NaN,NaN,NaN,0,60,
,B08,SYBR,,Unkn,,,35.660346107583,35.660346107583,0,NaN,NaN,NaN,0,60,
,B09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B10,SYBR,,Unkn,,,35.5008858676773,35.5008858676773,0,NaN,NaN,NaN,0,60,
,B11,SYBR,,Unkn,,,27.1736568462524,27.1736568462524,0,NaN,NaN,NaN,0,60,
,B12,SYBR,,Unkn,,,28.0308591314697,28.0308591314697,0,NaN,NaN,NaN,0,60,
,C01,SYBR,,Unkn,,,25.2895242193792,25.2895242193792,0,NaN,NaN,NaN,0,60,
,C02,SYBR,,Unkn,,,24.2041936777907,24.2041936777907,0,NaN,NaN,NaN,0,60,
,C03,SYBR,,Unkn,,,20.6647283982,20.6647283982,0,NaN,NaN,NaN,0,60,
,C04,SYBR,,Unkn,,,31.9547969492657,31.9547969492657,0,NaN,NaN,NaN,0,60,
,C05,SYBR,,Unkn,,,27.8982687591593,27.8982687591593,0,NaN,NaN,NaN,0,60,
,C06,SYBR,,Unkn,,,28.7383698805312,28.7383698805312,0,NaN,NaN,NaN,0,60,
,C07,SYBR,,Unkn,,,32.3200484484602,32.3200484484602,0,NaN,NaN,NaN,0,60,
,C08,SYBR,,Unkn,,,28.5628621917479,28.5628621917479,0,NaN,NaN,NaN,0,60,
,C09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C10,SYBR,,Unkn,,,30.0562625232495,30.0562625232495,0,NaN,NaN,NaN,0,60,
,C11,SYBR,,Unkn,,,38.204366344643,38.204366344643,0,NaN,NaN,NaN,0,60,
,C12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D01,SYBR,,Unkn,,,27.5802020653992,27.5802020653992,0,NaN,NaN,NaN,0,60,
,D02,SYBR,,Unkn,,,33.6076897873165,33.6076897873165,0,NaN,NaN,NaN,0,60,
,D03,SYBR,,Unkn,,,22.9836220306428,22.9836220306428,0,NaN,NaN,NaN,0,60,
,D04,SYBR,,Unkn,,,31.4808935259061,31.4808935259061,0,NaN,NaN,NaN,0,60,
