,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Unkn,,,26.4288822856115,26.4288822856115,0,NaN,NaN,NaN,0,60,
,A02,SYBR,,Unkn,,,24.1943295137869,24.1943295137869,0,NaN,NaN,NaN,0,60,
,A03,SYBR,,Unkn,,,21.2696837094227,21.2696837094227,0,NaN,NaN,NaN,0,60,
,A04,SYBR,,Unkn,,,32.0743041086202,32.0743041086202,0,NaN,NaN,NaN,0,60,
,A05,SYBR,,Unkn,,,28.4857932486763,28.4857932486763,0,NaN,NaN,NaN,0,60,
,A06,SYBR,,Unkn,,,28.5843329310068,28.5843329310068,0,NaN,NaN,NaN,0,60,
,A07,SYBR,,Unkn,,,30.7638274971601,30.7638274971601,0,NaN,NaN,NaN,0,60,
,A08,SYBR,,Unkn,,,29.2542942310056,29.2542942310056,0,NaN,NaN,NaN,0,60,
,A09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A10,SYBR,,Unkn,,,38.1504775866064,38.1504775866064,0,NaN,NaN,NaN,0,60,
,A11,SYBR,,Unkn,,,34.3221726504436,34.3221726504436,0,NaN,NaN,NaN,0,60,
,A12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B01,SYBR,,Unkn,,,28.2556924470384,28.2556924470384,0,NaN,NaN,NaN,0,60,
,B02,SYBR,,Unkn,,,34.4921041562499,34.4921041562499,0,NaN,NaN,NaN,0,60,
,B03,SYBR,,Unkn,,,22.8816668190402,22.8816668190402,0,NaN,NaN,NaN,0,60,
,B04,SYBR,,Unkn,,,31.0906837329455,31.0906837329455,0,NaN,NaN,NaN,0,60,
,B05,SYBR,,Unkn,,,33.7677038694377,33.7677038694377,0,NaN,NaN,NaN,0,60,
,B06,SYBR,,Unkn,,,36.759948317878,36.759948317878,0,NaN,NaN,NaN,0,60,
,B07,SYBR,,Unkn,,,27.267337045004,27.267337045004,0,NaN,NaN,NaN,0,60,
,B08,SYBR,,Unkn,,,33.104679114404,33.104679114404,0,NaN,NaN,NaN,0,60,
,B09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B10,SYBR,,Unkn,,,36.468156889105,36.468156889105,0,NaN,NaN,NaN,0,60,
,B11,SYBR,,Unkn,,,27.545892492463,27.545892492463,0,NaN,NaN,NaN,0,60,
,B12,SYBR,,Unkn,,,28.2094855107563,28.2094855107563,0,NaN,NaN,NaN,0,60,
,C01,SYBR,,Unkn,,,26.3789065834564,26.3789065834564,0,NaN,NaN,NaN,0,60,
,C02,SYBR,,Unkn,,,24.1117675576527,24.1117675576527,0,NaN,NaN,NaN,0,60,
,C03,SYBR,,Unkn,,,20.8325741798037,20.8325741798037,0,NaN,NaN,NaN,0,60,
,C04,SYBR,,Unkn,,,31.7109559830102,31.7109559830102,0,NaN,NaN,NaN,0,60,
,C05,SYBR,,Unkn,,,28.3162920204543,28.3162920204543,0,NaN,NaN,NaN,0,60,
,C06,SYBR,,Unkn,,,28.3012525069098,28.3012525069098,0,NaN,NaN,NaN,0,60,
,C07,SYBR,,Unkn,,,30.4638303451005,30.4638303451005,0,NaN,NaN,NaN,0,60,
,C08,SYBR,,Unkn,,,28.8282877061954,28.8282877061954,0,NaN,NaN,NaN,0,60,
,C09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C10,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C11,SYBR,,Unkn,,,34.1685374196065,34.1685374196065,0,NaN,NaN,NaN,0,60,
,C12,SYBR,,Unkn,,,39.3883452500236,39.3883452500236,0,NaN,NaN,NaN,0,60,
,D01,SYBR,,Unkn,,,27.7011288231844,27.7011288231844,0,NaN,NaN,NaN,0,60,
,D02,SYBR,,Unkn,,,33.8621650204702,33.8621650204702,0,NaN,NaN,NaN,0,60,
,D03,SYBR,,Unkn,,,22.8188051247564,22.8188051247564,0,NaN,NaN,NaN,0,60,
,D04,SYBR,,Unkn,,,30.5189527166951,30.5189527166951,0,NaN,NaN,NaN,0,60,
,D05,SYBR,,Unkn,,,33.8836639041451,33.8836639041451,0,NaN,NaN,NaN,0,60,
,D06,SYBR,,Unkn,,,37.9645522057043,37.9645522057043,0,NaN,NaN,NaN,0,60,
,D07,SYBR,,Unkn,,,27.2236298753336,27.2236298753336,0,NaN,NaN,NaN,0,60,
,D08,SYBR,,Unkn,,,33.1805080847481,33.1805080847481,0,NaN,NaN,NaN,0,60,
,D09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D10,SYBR,,Unkn,,,35.199923688514,35.199923688514,0,NaN,NaN,NaN,0,60,
,D11,SYBR,,Unkn,,,27.595287462273,27.595287462273,0,NaN,NaN,NaN,0,60,
,D12,SYBR,,Unkn,,,28.6212799852007,28.6212799852007,0,NaN,NaN,NaN,0,60,
,E01,SYBR,,Unkn,,,26.2160958562827,26.2160958562827,0,NaN,NaN,NaN,0,60,
,E02,SYBR,,Unkn,,,22.7343612777422,22.7343612777422,0,NaN,NaN,NaN,0,60,
,E03,SYBR,,Unkn,,,20.3884234101714,20.3884234101714,0,NaN,NaN,NaN,0,60,
,E04,SYBR,,Unkn,,,31.1081993946991,31.1081993946991,0,NaN,NaN,NaN,0,60,
,E05,SYBR,,Unkn,,,27.734834865846,27.734834865846,0,NaN,NaN,NaN,0,60,
,E06,SYBR,,Unkn,,,27.8198030248635,27.8198030248635,0,NaN,NaN,NaN,0,60,
,E07,SYBR,,Unkn,,,29.7265627582214,29.7265627582214,0,NaN,NaN,NaN,0,60,
,E08,SYBR,,Unkn,,,28.0770302535582,28.0770302535582,0,NaN,NaN,NaN,0,60,
,E09,SYBR,,Unkn,,,38.307749749118,38.307749749118,0,NaN,NaN,NaN,0,60,
,E10,SYBR,,Unkn,,,38.8320813143198,38.8320813143198,0,NaN,NaN,NaN,0,60,
,E11,SYBR,,Unkn,,,33.893884753017,33.893884753017,0,NaN,NaN,NaN,0,60,
,E12,SYBR,,Unkn,,,39.870107795588,39.870107795588,0,NaN,NaN,NaN,0,60,
,F01,SYBR,,Unkn,,,27.1292673079502,27.1292673079502,0,NaN,NaN,NaN,0,60,
,F02,SYBR,,Unkn,,,33.6217758658419,33.6217758658419,0,NaN,NaN,NaN,0,60,
,F03,SYBR,,Unkn,,,22.2738294530854,22.2738294530854,0,NaN,NaN,NaN,0,60,
,F04,SYBR,,Unkn,,,30.5452669890546,30.5452669890546,0,NaN,NaN,NaN,0,60,
,F05,SYBR,,Unkn,,,39.0958778474403,39.0958778474403,0,NaN,NaN,NaN,0,60,
,F06,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F07,SYBR,,Unkn,,,27.0601436561572,27.0601436561572,0,NaN,NaN,NaN,0,60,
,F08,SYBR,,Unkn,,,34.4491573574856,34.4491573574856,0,NaN,NaN,NaN,0,60,
,F09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F10,SYBR,,Unkn,,,35.1120897202259,35.1120897202259,0,NaN,NaN,NaN,0,60,
,F11,SYBR,,Unkn,,,26.7955969796799,26.7955969796799,0,NaN,NaN,NaN,0,60,
,F12,SYBR,,Unkn,,,27.7331107678168,27.7331107678168,0,NaN,NaN,NaN,0,60,
,G01,SYBR,,Unkn,,,26.372689873674,26.372689873674,0,NaN,NaN,NaN,0,60,
,G02,SYBR,,Unkn,,,23.3307866310584,23.3307866310584,0,NaN,NaN,NaN,0,60,
,G03,SYBR,,Unkn,,,20.5387647000297,20.5387647000297,0,NaN,NaN,NaN,0,60,
,G04,SYBR,,Unkn,,,31.1122737500256,31.1122737500256,0,NaN,NaN,NaN,0,60,
,G05,SYBR,,Unkn,,,27.8488001019979,27.8488001019979,0,NaN,NaN,NaN,0,60,
,G06,SYBR,,Unkn,,,28.2030396451707,28.2030396451707,0,NaN,NaN,NaN,0,60,
,G07,SYBR,,Unkn,,,29.9273105484239,29.9273105484239,0,NaN,NaN,NaN,0,60,
,G08,SYBR,,Unkn,,,28.2311166152096,28.2311166152096,0,NaN,NaN,NaN,0,60,
,G09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G10,SYBR,,Unkn,,,37.5825243068126,37.5825243068126,0,NaN,NaN,NaN,0,60,
,G11,SYBR,,Unkn,,,34.4317242587334,34.4317242587334,0,NaN,NaN,NaN,0,60,
,G12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H01,SYBR,,Unkn,,,27.2775863457722,27.2775863457722,0,NaN,NaN,NaN,0,60,
,H02,SYBR,,Unkn,,,34.4167722966237,34.4167722966237,0,NaN,NaN,NaN,0,60,
,H03,SYBR,,Unkn,,,22.606299351581,22.606299351581,0,NaN,NaN,NaN,0,60,
,H04,SYBR,,Unkn,,,30.8838671874218,30.8838671874218,0,NaN,NaN,NaN,0,60,
,H05,SYBR,,Unkn,,,37.690986319085,37.690986319085,0,NaN,NaN,NaN,0,60,
,H06,SYBR,,Unkn,,,39.7524202578719,39.7524202578719,0,NaN,NaN,NaN,0,60,
,H07,SYBR,,Unkn,,,27.5153271869218,27.5153271869218,0,NaN,NaN,NaN,0,60,
,H08,SYBR,,Unkn,,,35.1331830799264,35.1331830799264,0,NaN,NaN,NaN,0,60,
