,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Unkn,,,27.2788881586923,27.2788881586923,0,NaN,NaN,NaN,0,60,
,A02,SYBR,,Unkn,,,23.6468672099161,23.6468672099161,0,NaN,NaN,NaN,0,60,
,A03,SYBR,,Unkn,,,21.1998151822971,21.1998151822971,0,NaN,NaN,NaN,0,60,
,A04,SYBR,,Unkn,,,31.9002871327175,31.9002871327175,0,NaN,NaN,NaN,0,60,
,A05,SYBR,,Unkn,,,27.1755710905595,27.1755710905595,0,NaN,NaN,NaN,0,60,
,A06,SYBR,,Unkn,,,29.2378821796131,29.2378821796131,0,NaN,NaN,NaN,0,60,
,A07,SYBR,,Unkn,,,30.1931431669856,30.1931431669856,0,NaN,NaN,NaN,0,60,
,A08,SYBR,,Unkn,,,28.7658560916167,28.7658560916167,0,NaN,NaN,NaN,0,60,
,A09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A10,SYBR,,Unkn,,,30.6483624466151,30.6483624466151,0,NaN,NaN,NaN,0,60,
,A11,SYBR,,Unkn,,,36.2473524511211,36.2473524511211,0,NaN,NaN,NaN,0,60,
,A12,SYBR,,Unkn,,,39.2737891604681,39.2737891604681,0,NaN,NaN,NaN,0,60,
,B01,SYBR,,Unkn,,,27.7571003626586,27.7571003626586,0,NaN,NaN,NaN,0,60,
,B02,SYBR,,Unkn,,,34.0985222105673,34.0985222105673,0,NaN,NaN,NaN,0,60,
,B03,SYBR,,Unkn,,,22.5488034608688,22.5488034608688,0,NaN,NaN,NaN,0,60,
,B04,SYBR,,Unkn,,,30.4271332175036,30.4271332175036,0,NaN,NaN,NaN,0,60,
,B05,SYBR,,Unkn,,,35.2973345365274,35.2973345365274,0,NaN,NaN,NaN,0,60,
,B06,SYBR,,Unkn,,,38.7970238704767,38.7970238704767,0,NaN,NaN,NaN,0,60,
,B07,SYBR,,Unkn,,,27.226274643957,27.226274643957,0,NaN,NaN,NaN,0,60,
,B08,SYBR,,Unkn,,,34.7191190050024,34.7191190050024,0,NaN,NaN,NaN,0,60,
,B09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B10,SYBR,,Unkn,,,40.6130420771267,40.6130420771267,0,NaN,NaN,NaN,0,60,
,B11,SYBR,,Unkn,,,26.5030409416631,26.5030409416631,0,NaN,NaN,NaN,0,60,
,B12,SYBR,,Unkn,,,27.6359789938879,27.6359789938879,0,NaN,NaN,NaN,0,60,
,C01,SYBR,,Unkn,,,26.9048428146604,26.9048428146604,0,NaN,NaN,NaN,0,60,
,C02,SYBR,,Unkn,,,23.5602914751418,23.5602914751418,0,NaN,NaN,NaN,0,60,
,C03,SYBR,,Unkn,,,20.6948858092195,20.6948858092195,0,NaN,NaN,NaN,0,60,
,C04,SYBR,,Unkn,,,31.4352031135307,31.4352031135307,0,NaN,NaN,NaN,0,60,
,C05,SYBR,,Unkn,,,27.0243775408518,27.0243775408518,0,NaN,NaN,NaN,0,60,
,C06,SYBR,,Unkn,,,28.7213256061416,28.7213256061416,0,NaN,NaN,NaN,0,60,
,C07,SYBR,,Unkn,,,29.6263196387546,29.6263196387546,0,NaN,NaN,NaN,0,60,
,C08,SYBR,,Unkn,,,28.5072121422813,28.5072121422813,0,NaN,NaN,NaN,0,60,
,C09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C10,SYBR,,Unkn,,,30.5423824319407,30.5423824319407,0,NaN,NaN,NaN,0,60,
,C11,SYBR,,Unkn,,,35.7459275667199,35.7459275667199,0,NaN,NaN,NaN,0,60,
,C12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D01,SYBR,,Unkn,,,28.0283496342074,28.0283496342074,0,NaN,NaN,NaN,0,60,
,D02,SYBR,,Unkn,,,32.9956039882904,32.9956039882904,0,NaN,NaN,NaN,0,60,
,D03,SYBR,,Unkn,,,21.9402235449298,21.9402235449298,0,NaN,NaN,NaN,0,60,
,D04,SYBR,,Unkn,,,30.0664722547219,30.0664722547219,0,NaN,NaN,NaN,0,60,
,D05,SYBR,,Unkn,,,35.5201899678332,35.5201899678332,0,NaN,NaN,NaN,0,60,
,D06,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D07,SYBR,,Unkn,,,27.067122934539,27.067122934539,0,NaN,NaN,NaN,0,60,
,D08,SYBR,,Unkn,,,35.0176378376046,35.0176378376046,0,NaN,NaN,NaN,0,60,
,D09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D10,SYBR,,Unkn,,,36.89977033791,36.89977033791,0,NaN,NaN,NaN,0,60,
,D11,SYBR,,Unkn,,,26.6437952620913,26.6437952620913,0,NaN,NaN,NaN,0,60,
,D12,SYBR,,Unkn,,,28.1977614757074,28.1977614757074,0,NaN,NaN,NaN,0,60,
,E01,SYBR,,Unkn,,,26.9604959068706,26.9604959068706,0,NaN,NaN,NaN,0,60,
,E02,SYBR,,Unkn,,,22.9451819635326,22.9451819635326,0,NaN,NaN,NaN,0,60,
,E03,SYBR,,Unkn,,,20.0838191400817,20.0838191400817,0,NaN,NaN,NaN,0,60,
,E04,SYBR,,Unkn,,,31.1874463048054,31.1874463048054,0,NaN,NaN,NaN,0,60,
,E05,SYBR,,Unkn,,,27.0764812266139,27.0764812266139,0,NaN,NaN,NaN,0,60,
,E06,SYBR,,Unkn,,,29.1104858285067,29.1104858285067,0,NaN,NaN,NaN,0,60,
,E07,SYBR,,Unkn,,,30.0265119958448,30.0265119958448,0,NaN,NaN,NaN,0,60,
,E08,SYBR,,Unkn,,,28.0601393058811,28.0601393058811,0,NaN,NaN,NaN,0,60,
,E09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E10,SYBR,,Unkn,,,31.8279319483084,31.8279319483084,0,NaN,NaN,NaN,0,60,
,E11,SYBR,,Unkn,,,35.4485989135665,35.4485989135665,0,NaN,NaN,NaN,0,60,
,E12,SYBR,,Unkn,,,38.0563248317786,38.0563248317786,0,NaN,NaN,NaN,0,60,
,F01,SYBR,,Unkn,,,27.8904592581721,27.8904592581721,0,NaN,NaN,NaN,0,60,
,F02,SYBR,,Unkn,,,34.2098135329472,34.2098135329472,0,NaN,NaN,NaN,0,60,
,F03,SYBR,,Unkn,,,22.1345047242263,22.1345047242263,0,NaN,NaN,NaN,0,60,
,F04,SYBR,,Unkn,,,30.0697017944416,30.0697017944416,0,NaN,NaN,NaN,0,60,
,F05,SYBR,,Unkn,,,34.9921042920802,34.9921042920802,0,NaN,NaN,NaN,0,60,
,F06,SYBR,,Unkn,,,39.2035604679173,39.2035604679173,0,NaN,NaN,NaN,0,60,
,F07,SYBR,,Unkn,,,27.0030550544891,27.0030550544891,0,NaN,NaN,NaN,0,60,
,F08,SYBR,,Unkn,,,33.9577100292746,33.9577100292746,0,NaN,NaN,NaN,0,60,
,F09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F10,SYBR,,Unkn,,,36.2312912901004,36.2312912901004,0,NaN,NaN,NaN,0,60,
,F11,SYBR,,Unkn,,,26.0669059354677,26.0669059354677,0,NaN,NaN,NaN,0,60,
,F12,SYBR,,Unkn,,,27.703548201215,27.703548201215,0,NaN,NaN,NaN,0,60,
,G01,SYBR,,Unkn,,,27.2702530783933,27.2702530783933,0,NaN,NaN,NaN,0,60,
,G02,SYBR,,Unkn,,,23.1349093810866,23.1349093810866,0,NaN,NaN,NaN,0,60,
,G03,SYBR,,Unkn,,,20.5121307491339,20.5121307491339,0,NaN,NaN,NaN,0,60,
,G04,SYBR,,Unkn,,,31.5110353120076,31.5110353120076,0,NaN,NaN,NaN,0,60,
,G05,SYBR,,Unkn,,,27.2414027727,27.2414027727,0,NaN,NaN,NaN,0,60,
,G06,SYBR,,Unkn,,,29.3954654551306,29.3954654551306,0,NaN,NaN,NaN,0,60,
,G07,SYBR,,Unkn,,,30.4420328264512,30.4420328264512,0,NaN,NaN,NaN,0,60,
,G08,SYBR,,Unkn,,,28.3355293079559,28.3355293079559,0,NaN,NaN,NaN,0,60,
,G09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G10,SYBR,,Unkn,,,31.8016682235702,31.8016682235702,0,NaN,NaN,NaN,0,60,
,G11,SYBR,,Unkn,,,36.2540529040499,36.2540529040499,0,NaN,NaN,NaN,0,60,
,G12,SYBR,,Unkn,,,39.3090352884457,39.3090352884457,0,NaN,NaN,NaN,0,60,
,H01,SYBR,,Unkn,,,28.2618913165564,28.2618913165564,0,NaN,NaN,NaN,0,60,
,H02,SYBR,,Unkn,,,33.6792731509052,33.6792731509052,0,NaN,NaN,NaN,0,60,
,H03,SYBR,,Unkn,,,22.5369023478121,22.5369023478121,0,NaN,NaN,NaN,0,60,
,H04,SYBR,,Unkn,,,30.3908884429404,30.3908884429404,0,NaN,NaN,NaN,0,60,
,H05,SYBR,,Unkn,,,35.0116272054622,35.0116272054622,0,NaN,NaN,NaN,0,60,
,H06,SYBR,,Unkn,,,38.5644218862216,38.5644218862216,0,NaN,NaN,NaN,0,60,
,H07,SYBR,,Unkn,,,27.2366265711526,27.2366265711526,0,NaN,NaN,NaN,0,60,
,H08,SYBR,,Unkn,,,34.1268616747648,34.1268616747648,0,NaN,NaN,NaN,0,60,
,H09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H10,SYBR,,Unkn,,,38.6343301951965,38.6343301951965,0,NaN,NaN,NaN,0,60,
,H11,SYBR,,Unkn,,,26.6132842523042,26.6132842523042,0,NaN,NaN,NaN,0,60,
,H12,SYBR,,Unkn,,,27.9894400849295,27.9894400849295,0,NaN,NaN,NaN,0,60,
