,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Unkn,,,25.4715625705001,25.4715625705001,0,NaN,NaN,NaN,0,60,
,A02,SYBR,,Unkn,,,21.281347633093,21.281347633093,0,NaN,NaN,NaN,0,60,
,A03,SYBR,,Unkn,,,18.6641710804924,18.6641710804924,0,NaN,NaN,NaN,0,60,
,A04,SYBR,,Unkn,,,29.8430212948806,29.8430212948806,0,NaN,NaN,NaN,0,60,
,A05,SYBR,,Unkn,,,25.4896805830965,25.4896805830965,0,NaN,NaN,NaN,0,60,
,A06,SYBR,,Unkn,,,26.1750297912948,26.1750297912948,0,NaN,NaN,NaN,0,60,
,A07,SYBR,,Unkn,,,28.1386056133514,28.1386056133514,0,NaN,NaN,NaN,0,60,
,A08,SYBR,,Unkn,,,27.0066931455179,27.0066931455179,0,NaN,NaN,NaN,0,60,
,A09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A10,SYBR,,Unkn,,,36.1899089536924,36.1899089536924,0,NaN,NaN,NaN,0,60,
,A11,SYBR,,Unkn,,,33.4416940382386,33.4416940382386,0,NaN,NaN,NaN,0,60,
,A12,SYBR,,Unkn,,,38.6143017241326,38.6143017241326,0,NaN,NaN,NaN,0,60,
,B01,SYBR,,Unkn,,,24.8029286141777,24.8029286141777,0,NaN,NaN,NaN,0,60,
,B02,SYBR,,Unkn,,,31.55837722869,31.55837722869,0,NaN,NaN,NaN,0,60,
,B03,SYBR,,Unkn,,,21.1203213797517,21.1203213797517,0,NaN,NaN,NaN,0,60,
,B04,SYBR,,Unkn,,,27.5993361793075,27.5993361793075,0,NaN,NaN,NaN,0,60,
,B05,SYBR,,Unkn,,,32.4666035645766,32.4666035645766,0,NaN,NaN,NaN,0,60,
,B06,SYBR,,Unkn,,,36.7933970958359,36.7933970958359,0,NaN,NaN,NaN,0,60,
,B07,SYBR,,Unkn,,,25.344494480372,25.344494480372,0,NaN,NaN,NaN,0,60,
,B08,SYBR,,Unkn,,,31.1463314057711,31.1463314057711,0,NaN,NaN,NaN,0,60,
,B09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B10,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B11,SYBR,,Unkn,,,24.909535936835,24.909535936835,0,NaN,NaN,NaN,0,60,
,B12,SYBR,,Unkn,,,25.4668476274874,25.4668476274874,0,NaN,NaN,NaN,0,60,
,C01,SYBR,,Unkn,,,25.1582410539366,25.1582410539366,0,NaN,NaN,NaN,0,60,
,C02,SYBR,,Unkn,,,21.3169092727198,21.3169092727198,0,NaN,NaN,NaN,0,60,
,C03,SYBR,,Unkn,,,18.5298511652413,18.5298511652413,0,NaN,NaN,NaN,0,60,
,C04,SYBR,,Unkn,,,29.3536607485683,29.3536607485683,0,NaN,NaN,NaN,0,60,
,C05,SYBR,,Unkn,,,25.3719000940432,25.3719000940432,0,NaN,NaN,NaN,0,60,
,C06,SYBR,,Unkn,,,26.0939667613077,26.0939667613077,0,NaN,NaN,NaN,0,60,
,C07,SYBR,,Unkn,,,27.945240183944,27.945240183944,0,NaN,NaN,NaN,0,60,
,C08,SYBR,,Unkn,,,26.4205936203616,26.4205936203616,0,NaN,NaN,NaN,0,60,
,C09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C10,SYBR,,Unkn,,,36.5180071571804,36.5180071571804,0,NaN,NaN,NaN,0,60,
,C11,SYBR,,Unkn,,,33.6353493985431,33.6353493985431,0,NaN,NaN,NaN,0,60,
,C12,SYBR,,Unkn,,,36.3845118187865,36.3845118187865,0,NaN,NaN,NaN,0,60,
,D01,SYBR,,Unkn,,,24.3891056883509,24.3891056883509,0,NaN,NaN,NaN,0,60,
,D02,SYBR,,Unkn,,,31.0664417883052,31.0664417883052,0,NaN,NaN,NaN,0,60,
,D03,SYBR,,Unkn,,,20.9854871062479,20.9854871062479,0,NaN,NaN,NaN,0,60,
,D04,SYBR,,Unkn,,,27.1639011856428,27.1639011856428,0,NaN,NaN,NaN,0,60,
,D05,SYBR,,Unkn,,,32.0811954177288,32.0811954177288,0,NaN,NaN,NaN,0,60,
,D06,SYBR,,Unkn,,,36.9382538784207,36.9382538784207,0,NaN,NaN,NaN,0,60,
,D07,SYBR,,Unkn,,,25.0122103810178,25.0122103810178,0,NaN,NaN,NaN,0,60,
,D08,SYBR,,Unkn,,,30.9167782923003,30.9167782923003,0,NaN,NaN,NaN,0,60,
,D09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D10,SYBR,,Unkn,,,39.7003483229611,39.7003483229611,0,NaN,NaN,NaN,0,60,
,D11,SYBR,,Unkn,,,24.6213636502954,24.6213636502954,0,NaN,NaN,NaN,0,60,
,D12,SYBR,,Unkn,,,25.7039797931748,25.7039797931748,0,NaN,NaN,NaN,0,60,
,E01,SYBR,,Unkn,,,25.3215819824101,25.3215819824101,0,NaN,NaN,NaN,0,60,
,E02,SYBR,,Unkn,,,21.8340527773095,21.8340527773095,0,NaN,NaN,NaN,0,60,
,E03,SYBR,,Unkn,,,18.6588580186119,18.6588580186119,0,NaN,NaN,NaN,0,60,
,E04,SYBR,,Unkn,,,29.6755502054003,29.6755502054003,0,NaN,NaN,NaN,0,60,
,E05,SYBR,,Unkn,,,25.5468463466678,25.5468463466678,0,NaN,NaN,NaN,0,60,
,E06,SYBR,,Unkn,,,26.6285506718416,26.6285506718416,0,NaN,NaN,NaN,0,60,
,E07,SYBR,,Unkn,,,29.3391466429919,29.3391466429919,0,NaN,NaN,NaN,0,60,
,E08,SYBR,,Unkn,,,26.5118458608801,26.5118458608801,0,NaN,NaN,NaN,0,60,
,E09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
