,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Unkn,,,27.1926150893681,27.1926150893681,0,NaN,NaN,NaN,0,60,
,A02,SYBR,,Unkn,,,22.2953548311366,22.2953548311366,0,NaN,NaN,NaN,0,60,
,A03,SYBR,,Unkn,,,20.2534381009569,20.2534381009569,0,NaN,NaN,NaN,0,60,
,A04,SYBR,,Unkn,,,31.8500613808192,31.8500613808192,0,NaN,NaN,NaN,0,60,
,A05,SYBR,,Unkn,,,27.5151293247372,27.5151293247372,0,NaN,NaN,NaN,0,60,
,A06,SYBR,,Unkn,,,28.4108985829968,28.4108985829968,0,NaN,NaN,NaN,0,60,
,A07,SYBR,,Unkn,,,28.497654786553,28.497654786553,0,NaN,NaN,NaN,0,60,
,A08,SYBR,,Unkn,,,28.3236186125755,28.3236186125755,0,NaN,NaN,NaN,0,60,
,A09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A10,SYBR,,Unkn,,,36.2947124488821,36.2947124488821,0,NaN,NaN,NaN,0,60,
,A11,SYBR,,Unkn,,,35.2140433171025,35.2140433171025,0,NaN,NaN,NaN,0,60,
,A12,SYBR,,Unkn,,,37.7302375050902,37.7302375050902,0,NaN,NaN,NaN,0,60,
,B01,SYBR,,Unkn,,,26.6270858927873,26.6270858927873,0,NaN,NaN,NaN,0,60,
,B02,SYBR,,Unkn,,,34.2639541576796,34.2639541576796,0,NaN,NaN,NaN,0,60,
,B03,SYBR,,Unkn,,,22.1971383820126,22.1971383820126,0,NaN,NaN,NaN,0,60,
,B04,SYBR,,Unkn,,,29.1211012802883,29.1211012802883,0,NaN,NaN,NaN,0,60,
,B05,SYBR,,Unkn,,,36.5722762419402,36.5722762419402,0,NaN,NaN,NaN,0,60,
,B06,SYBR,,Unkn,,,38.8134084597529,38.8134084597529,0,NaN,NaN,NaN,0,60,
,B07,SYBR,,Unkn,,,27.136988738336,27.136988738336,0,NaN,NaN,NaN,0,60,
,B08,SYBR,,Unkn,,,34.7247781014454,34.7247781014454,0,NaN,NaN,NaN,0,60,
,B09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B10,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B11,SYBR,,Unkn,,,27.1772238194632,27.1772238194632,0,NaN,NaN,NaN,0,60,
,B12,SYBR,,Unkn,,,26.9399908508078,26.9399908508078,0,NaN,NaN,NaN,0,60,
,C01,SYBR,,Unkn,,,27.0221538090955,27.0221538090955,0,NaN,NaN,NaN,0,60,
,C02,SYBR,,Unkn,,,22.039892018218,22.039892018218,0,NaN,NaN,NaN,0,60,
,C03,SYBR,,Unkn,,,19.89177134285,19.89177134285,0,NaN,NaN,NaN,0,60,
,C04,SYBR,,Unkn,,,31.3354119998422,31.3354119998422,0,NaN,NaN,NaN,0,60,
,C05,SYBR,,Unkn,,,27.2813446188926,27.2813446188926,0,NaN,NaN,NaN,0,60,
,C06,SYBR,,Unkn,,,28.171789507594,28.171789507594,0,NaN,NaN,NaN,0,60,
,C07,SYBR,,Unkn,,,28.2145133156731,28.2145133156731,0,NaN,NaN,NaN,0,60,
