,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Unkn,,,25.5822646780173,25.5822646780173,0,NaN,NaN,NaN,0,60,
,A02,SYBR,,Unkn,,,20.8174759341885,20.8174759341885,0,NaN,NaN,NaN,0,60,
,A03,SYBR,,Unkn,,,18.8948515771308,18.8948515771308,0,NaN,NaN,NaN,0,60,
,A04,SYBR,,Unkn,,,29.0605928664245,29.0605928664245,0,NaN,NaN,NaN,0,60,
,A05,SYBR,,Unkn,,,25.2130252602182,25.2130252602182,0,NaN,NaN,NaN,0,60,
,A06,SYBR,,Unkn,,,26.637559918849,26.637559918849,0,NaN,NaN,NaN,0,60,
,A07,SYBR,,Unkn,,,27.2317498526823,27.2317498526823,0,NaN,NaN,NaN,0,60,
,A08,SYBR,,Unkn,,,26.6964571245459,26.6964571245459,0,NaN,NaN,NaN,0,60,
,A09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A10,SYBR,,Unkn,,,36.9978792612961,36.9978792612961,0,NaN,NaN,NaN,0,60,
,A11,SYBR,,Unkn,,,33.2841385570441,33.2841385570441,0,NaN,NaN,NaN,0,60,
,A12,SYBR,,Unkn,,,36.5578101410679,36.5578101410679,0,NaN,NaN,NaN,0,60,
,B01,SYBR,,Unkn,,,24.3477776547023,24.3477776547023,0,NaN,NaN,NaN,0,60,
,B02,SYBR,,Unkn,,,31.3001511293202,31.3001511293202,0,NaN,NaN,NaN,0,60,
,B03,SYBR,,Unkn,,,21.3426946599351,21.3426946599351,0,NaN,NaN,NaN,0,60,
,B04,SYBR,,Unkn,,,27.1899729292664,27.1899729292664,0,NaN,NaN,NaN,0,60,
,B05,SYBR,,Unkn,,,31.9392478611678,31.9392478611678,0,NaN,NaN,NaN,0,60,
,B06,SYBR,,Unkn,,,38.244395315721,38.244395315721,0,NaN,NaN,NaN,0,60,
,B07,SYBR,,Unkn,,,25.1748901786241,25.1748901786241,0,NaN,NaN,NaN,0,60,
,B08,SYBR,,Unkn,,,31.0126576774764,31.0126576774764,0,NaN,NaN,NaN,0,60,
,B09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B10,SYBR,,Unkn,,,35.3150466956446,35.3150466956446,0,NaN,NaN,NaN,0,60,
,B11,SYBR,,Unkn,,,24.3911314977366,24.3911314977366,0,NaN,NaN,NaN,0,60,
,B12,SYBR,,Unkn,,,25.8767256989403,25.8767256989403,0,NaN,NaN,NaN,0,60,
,C01,SYBR,,Unkn,,,25.4488678996123,25.4488678996123,0,NaN,NaN,NaN,0,60,
,C02,SYBR,,Unkn,,,20.7211657333347,20.7211657333347,0,NaN,NaN,NaN,0,60,
,C03,SYBR,,Unkn,,,18.8285396444029,18.8285396444029,0,NaN,NaN,NaN,0,60,
,C04,SYBR,,Unkn,,,28.8343161542211,28.8343161542211,0,NaN,NaN,NaN,0,60,
,C05,SYBR,,Unkn,,,25.4544165742229,25.4544165742229,0,NaN,NaN,NaN,0,60,
,C06,SYBR,,Unkn,,,26.4348258365956,26.4348258365956,0,NaN,NaN,NaN,0,60,
