,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Unkn,,,25.5286978947078,25.5286978947078,0,NaN,NaN,NaN,0,60,
,A02,SYBR,,Unkn,,,21.5062935804522,21.5062935804522,0,NaN,NaN,NaN,0,60,
,A03,SYBR,,Unkn,,,19.3750578773588,19.3750578773588,0,NaN,NaN,NaN,0,60,
,A04,SYBR,,Unkn,,,30.8664592181167,30.8664592181167,0,NaN,NaN,NaN,0,60,
,A05,SYBR,,Unkn,,,26.3802556747099,26.3802556747099,0,NaN,NaN,NaN,0,60,
,A06,SYBR,,Unkn,,,27.6140820197978,27.6140820197978,0,NaN,NaN,NaN,0,60,
,A07,SYBR,,Unkn,,,30.6832401096162,30.6832401096162,0,NaN,NaN,NaN,0,60,
,A08,SYBR,,Unkn,,,27.3648180802567,27.3648180802567,0,NaN,NaN,NaN,0,60,
,A09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A10,SYBR,,Unkn,,,27.5897013586815,27.5897013586815,0,NaN,NaN,NaN,0,60,
,A11,SYBR,,Unkn,,,34.5613487444637,34.5613487444637,0,NaN,NaN,NaN,0,60,
,A12,SYBR,,Unkn,,,37.3189021957163,37.3189021957163,0,NaN,NaN,NaN,0,60,
,B01,SYBR,,Unkn,,,25.6888473469769,25.6888473469769,0,NaN,NaN,NaN,0,60,
,B02,SYBR,,Unkn,,,31.464121790046,31.464121790046,0,NaN,NaN,NaN,0,60,
,B03,SYBR,,Unkn,,,21.177072083217,21.177072083217,0,NaN,NaN,NaN,0,60,
,B04,SYBR,,Unkn,,,28.9101862690101,28.9101862690101,0,NaN,NaN,NaN,0,60,
,B05,SYBR,,Unkn,,,33.4071362097442,33.4071362097442,0,NaN,NaN,NaN,0,60,
,B06,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B07,SYBR,,Unkn,,,26.5766165709455,26.5766165709455,0,NaN,NaN,NaN,0,60,
,B08,SYBR,,Unkn,,,33.3829657822473,33.3829657822473,0,NaN,NaN,NaN,0,60,
,B09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B10,SYBR,,Unkn,,,35.2297725047903,35.2297725047903,0,NaN,NaN,NaN,0,60,
,B11,SYBR,,Unkn,,,25.6987010529834,25.6987010529834,0,NaN,NaN,NaN,0,60,
,B12,SYBR,,Unkn,,,26.3028490190069,26.3028490190069,0,NaN,NaN,NaN,0,60,
,C01,SYBR,,Unkn,,,25.1564549239664,25.1564549239664,0,NaN,NaN,NaN,0,60,
,C02,SYBR,,Unkn,,,21.4437489499909,21.4437489499909,0,NaN,NaN,NaN,0,60,
,C03,SYBR,,Unkn,,,19.0560055737389,19.0560055737389,0,NaN,NaN,NaN,0,60,
,C04,SYBR,,Unkn,,,30.4219841589296,30.4219841589296,0,NaN,NaN,NaN,0,60,
,C05,SYBR,,Unkn,,,26.2644478060634,26.2644478060634,0,NaN,NaN,NaN,0,60,
,C06,SYBR,,Unkn,,,27.1854192445077,27.1854192445077,0,NaN,NaN,NaN,0,60,
,C07,SYBR,,Unkn,,,30.5722481123894,30.5722481123894,0,NaN,NaN,NaN,0,60,
,C08,SYBR,,Unkn,,,26.7804061636735,26.7804061636735,0,NaN,NaN,NaN,0,60,
,C09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C10,SYBR,,Unkn,,,27.3672821635889,27.3672821635889,0,NaN,NaN,NaN,0,60,
,C11,SYBR,,Unkn,,,34.0517651508558,34.0517651508558,0,NaN,NaN,NaN,0,60,
,C12,SYBR,,Unkn,,,39.3293834225359,39.3293834225359,0,NaN,NaN,NaN,0,60,
,D01,SYBR,,Unkn,,,25.2276348238464,25.2276348238464,0,NaN,NaN,NaN,0,60,
,D02,SYBR,,Unkn,,,31.0658528111981,31.0658528111981,0,NaN,NaN,NaN,0,60,
,D03,SYBR,,Unkn,,,21.1269472640055,21.1269472640055,0,NaN,NaN,NaN,0,60,
,D04,SYBR,,Unkn,,,28.2656588694864,28.2656588694864,0,NaN,NaN,NaN,0,60,
,D05,SYBR,,Unkn,,,33.3021210813539,33.3021210813539,0,NaN,NaN,NaN,0,60,
,D06,SYBR,,Unkn,,,37.8600858637529,37.8600858637529,0,NaN,NaN,NaN,0,60,
,D07,SYBR,,Unkn,,,26.132084871803,26.132084871803,0,NaN,NaN,NaN,0,60,
,D08,SYBR,,Unkn,,,33.2494269718975,33.2494269718975,0,NaN,NaN,NaN,0,60,
,D09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D10,SYBR,,Unkn,,,34.6119748071701,34.6119748071701,0,NaN,NaN,NaN,0,60,
,D11,SYBR,,Unkn,,,25.4939898431595,25.4939898431595,0,NaN,NaN,NaN,0,60,
,D12,SYBR,,Unkn,,,26.3746573769934,26.3746573769934,0,NaN,NaN,NaN,0,60,
,E01,SYBR,,Unkn,,,24.5137945095402,24.5137945095402,0,NaN,NaN,NaN,0,60,
,E02,SYBR,,Unkn,,,20.8887541057342,20.8887541057342,0,NaN,NaN,NaN,0,60,
,E03,SYBR,,Unkn,,,18.3829343489768,18.3829343489768,0,NaN,NaN,NaN,0,60,
,E04,SYBR,,Unkn,,,29.7308287697425,29.7308287697425,0,NaN,NaN,NaN,0,60,
,E05,SYBR,,Unkn,,,25.4498184201034,25.4498184201034,0,NaN,NaN,NaN,0,60,
,E06,SYBR,,Unkn,,,26.7674632092122,26.7674632092122,0,NaN,NaN,NaN,0,60,
,E07,SYBR,,Unkn,,,30.4680412310586,30.4680412310586,0,NaN,NaN,NaN,0,60,
,E08,SYBR,,Unkn,,,26.3450021956387,26.3450021956387,0,NaN,NaN,NaN,0,60,
,E09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E10,SYBR,,Unkn,,,26.9262870180614,26.9262870180614,0,NaN,NaN,NaN,0,60,
,E11,SYBR,,Unkn,,,32.7095121782325,32.7095121782325,0,NaN,NaN,NaN,0,60,
,E12,SYBR,,Unkn,,,36.8914100599627,36.8914100599627,0,NaN,NaN,NaN,0,60,
