,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Unkn,,,25.5203347008418,25.5203347008418,0,NaN,NaN,NaN,0,60,
,A02,SYBR,,Unkn,,,21.2157380962417,21.2157380962417,0,NaN,NaN,NaN,0,60,
,A03,SYBR,,Unkn,,,18.9961588314705,18.9961588314705,0,NaN,NaN,NaN,0,60,
,A04,SYBR,,Unkn,,,29.8975787969764,29.8975787969764,0,NaN,NaN,NaN,0,60,
,A05,SYBR,,Unkn,,,25.536206407826,25.536206407826,0,NaN,NaN,NaN,0,60,
,A06,SYBR,,Unkn,,,27.2579672277215,27.2579672277215,0,NaN,NaN,NaN,0,60,
,A07,SYBR,,Unkn,,,29.6435731859842,29.6435731859842,0,NaN,NaN,NaN,0,60,
,A08,SYBR,,Unkn,,,26.6880531000449,26.6880531000449,0,NaN,NaN,NaN,0,60,
,A09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A10,SYBR,,Unkn,,,31.4515642602562,31.4515642602562,0,NaN,NaN,NaN,0,60,
,A11,SYBR,,Unkn,,,33.8428906500828,33.8428906500828,0,NaN,NaN,NaN,0,60,
,A12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B01,SYBR,,Unkn,,,25.2938307622232,25.2938307622232,0,NaN,NaN,NaN,0,60,
,B02,SYBR,,Unkn,,,32.2242417228559,32.2242417228559,0,NaN,NaN,NaN,0,60,
,B03,SYBR,,Unkn,,,21.4846054731492,21.4846054731492,0,NaN,NaN,NaN,0,60,
,B04,SYBR,,Unkn,,,28.3530089446877,28.3530089446877,0,NaN,NaN,NaN,0,60,
,B05,SYBR,,Unkn,,,32.1922692498139,32.1922692498139,0,NaN,NaN,NaN,0,60,
,B06,SYBR,,Unkn,,,38.0730222818748,38.0730222818748,0,NaN,NaN,NaN,0,60,
,B07,SYBR,,Unkn,,,26.1869256481595,26.1869256481595,0,NaN,NaN,NaN,0,60,
,B08,SYBR,,Unkn,,,31.748917294659,31.748917294659,0,NaN,NaN,NaN,0,60,
,B09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B10,SYBR,,Unkn,,,43.3195736579327,43.3195736579327,0,NaN,NaN,NaN,0,60,
,B11,SYBR,,Unkn,,,25.1035125197967,25.1035125197967,0,NaN,NaN,NaN,0,60,
,B12,SYBR,,Unkn,,,25.9264758826602,25.9264758826602,0,NaN,NaN,NaN,0,60,
,C01,SYBR,,Unkn,,,25.4976307820444,25.4976307820444,0,NaN,NaN,NaN,0,60,
,C02,SYBR,,Unkn,,,21.3188952828076,21.3188952828076,0,NaN,NaN,NaN,0,60,
,C03,SYBR,,Unkn,,,18.8432025070346,18.8432025070346,0,NaN,NaN,NaN,0,60,
,C04,SYBR,,Unkn,,,29.6818859105373,29.6818859105373,0,NaN,NaN,NaN,0,60,
,C05,SYBR,,Unkn,,,25.5781498368562,25.5781498368562,0,NaN,NaN,NaN,0,60,
,C06,SYBR,,Unkn,,,27.1162878496948,27.1162878496948,0,NaN,NaN,NaN,0,60,
,C07,SYBR,,Unkn,,,29.4536497342281,29.4536497342281,0,NaN,NaN,NaN,0,60,
,C08,SYBR,,Unkn,,,26.4803280107994,26.4803280107994,0,NaN,NaN,NaN,0,60,
,C09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C10,SYBR,,Unkn,,,31.5710874792078,31.5710874792078,0,NaN,NaN,NaN,0,60,
,C11,SYBR,,Unkn,,,35.3348456987299,35.3348456987299,0,NaN,NaN,NaN,0,60,
,C12,SYBR,,Unkn,,,37.5693108026277,37.5693108026277,0,NaN,NaN,NaN,0,60,
,D01,SYBR,,Unkn,,,25.1636346743058,25.1636346743058,0,NaN,NaN,NaN,0,60,
,D02,SYBR,,Unkn,,,32.1956758423308,32.1956758423308,0,NaN,NaN,NaN,0,60,
,D03,SYBR,,Unkn,,,21.2565342322855,21.2565342322855,0,NaN,NaN,NaN,0,60,
,D04,SYBR,,Unkn,,,27.8180990166505,27.8180990166505,0,NaN,NaN,NaN,0,60,
,D05,SYBR,,Unkn,,,32.3405336634892,32.3405336634892,0,NaN,NaN,NaN,0,60,
,D06,SYBR,,Unkn,,,38.3292372803755,38.3292372803755,0,NaN,NaN,NaN,0,60,
,D07,SYBR,,Unkn,,,26.1120760686373,26.1120760686373,0,NaN,NaN,NaN,0,60,
,D08,SYBR,,Unkn,,,31.6901790276551,31.6901790276551,0,NaN,NaN,NaN,0,60,
,D09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D10,SYBR,,Unkn,,,37.1970680153533,37.1970680153533,0,NaN,NaN,NaN,0,60,
,D11,SYBR,,Unkn,,,25.0411020920398,25.0411020920398,0,NaN,NaN,NaN,0,60,
,D12,SYBR,,Unkn,,,26.1623666513897,26.1623666513897,0,NaN,NaN,NaN,0,60,
,E01,SYBR,,Unkn,,,25.518703622574,25.518703622574,0,NaN,NaN,NaN,0,60,
,E02,SYBR,,Unkn,,,20.9221775072554,20.9221775072554,0,NaN,NaN,NaN,0,60,
,E03,SYBR,,Unkn,,,18.9325581338148,18.9325581338148,0,NaN,NaN,NaN,0,60,
,E04,SYBR,,Unkn,,,30.2636352025132,30.2636352025132,0,NaN,NaN,NaN,0,60,
,E05,SYBR,,Unkn,,,25.7062641629357,25.7062641629357,0,NaN,NaN,NaN,0,60,
,E06,SYBR,,Unkn,,,27.3325806603905,27.3325806603905,0,NaN,NaN,NaN,0,60,
,E07,SYBR,,Unkn,,,31.4411613892136,31.4411613892136,0,NaN,NaN,NaN,0,60,
,E08,SYBR,,Unkn,,,26.521217502593,26.521217502593,0,NaN,NaN,NaN,0,60,
,E09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E10,SYBR,,Unkn,,,31.1648003047548,31.1648003047548,0,NaN,NaN,NaN,0,60,
,E11,SYBR,,Unkn,,,34.0248459316117,34.0248459316117,0,NaN,NaN,NaN,0,60,
,E12,SYBR,,Unkn,,,37.2651973317391,37.2651973317391,0,NaN,NaN,NaN,0,60,
,F01,SYBR,,Unkn,,,25.5321962964289,25.5321962964289,0,NaN,NaN,NaN,0,60,
,F02,SYBR,,Unkn,,,32.3387575378638,32.3387575378638,0,NaN,NaN,NaN,0,60,
,F03,SYBR,,Unkn,,,21.6730318939086,21.6730318939086,0,NaN,NaN,NaN,0,60,
,F04,SYBR,,Unkn,,,28.500736139523,28.500736139523,0,NaN,NaN,NaN,0,60,
,F05,SYBR,,Unkn,,,35.8698838141466,35.8698838141466,0,NaN,NaN,NaN,0,60,
,F06,SYBR,,Unkn,,,39.2014882995476,39.2014882995476,0,NaN,NaN,NaN,0,60,
,F07,SYBR,,Unkn,,,26.5351891349668,26.5351891349668,0,NaN,NaN,NaN,0,60,
,F08,SYBR,,Unkn,,,33.4328974219309,33.4328974219309,0,NaN,NaN,NaN,0,60,
,F09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F10,SYBR,,Unkn,,,36.3524278249626,36.3524278249626,0,NaN,NaN,NaN,0,60,
,F11,SYBR,,Unkn,,,25.2744820733534,25.2744820733534,0,NaN,NaN,NaN,0,60,
,F12,SYBR,,Unkn,,,26.0929174143593,26.0929174143593,0,NaN,NaN,NaN,0,60,
,G01,SYBR,,Unkn,,,25.9197658121373,25.9197658121373,0,NaN,NaN,NaN,0,60,
,G02,SYBR,,Unkn,,,21.4683817472162,21.4683817472162,0,NaN,NaN,NaN,0,60,
,G03,SYBR,,Unkn,,,19.1676999945716,19.1676999945716,0,NaN,NaN,NaN,0,60,
,G04,SYBR,,Unkn,,,30.2569171848504,30.2569171848504,0,NaN,NaN,NaN,0,60,
,G05,SYBR,,Unkn,,,26.0391158773683,26.0391158773683,0,NaN,NaN,NaN,0,60,
,G06,SYBR,,Unkn,,,27.942752756643,27.942752756643,0,NaN,NaN,NaN,0,60,
,G07,SYBR,,Unkn,,,32.0576821502644,32.0576821502644,0,NaN,NaN,NaN,0,60,
,G08,SYBR,,Unkn,,,26.6457174824494,26.6457174824494,0,NaN,NaN,NaN,0,60,
,G09,SYBR,,Unkn,,,38.6263755420835,38.6263755420835,0,NaN,NaN,NaN,0,60,
,G10,SYBR,,Unkn,,,31.3889861776678,31.3889861776678,0,NaN,NaN,NaN,0,60,
,G11,SYBR,,Unkn,,,38.1456614576918,38.1456614576918,0,NaN,NaN,NaN,0,60,
,G12,SYBR,,Unkn,,,37.6864620265975,37.6864620265975,0,NaN,NaN,NaN,0,60,
,H01,SYBR,,Unkn,,,25.6572000260997,25.6572000260997,0,NaN,NaN,NaN,0,60,
,H02,SYBR,,Unkn,,,32.2421042093396,32.2421042093396,0,NaN,NaN,NaN,0,60,
,H03,SYBR,,Unkn,,,21.8698922512826,21.8698922512826,0,NaN,NaN,NaN,0,60,
,H04,SYBR,,Unkn,,,28.8837889927259,28.8837889927259,0,NaN,NaN,NaN,0,60,
,H05,SYBR,,Unkn,,,35.4264770324038,35.4264770324038,0,NaN,NaN,NaN,0,60,
,H06,SYBR,,Unkn,,,39.5006201726841,39.5006201726841,0,NaN,NaN,NaN,0,60,
,H07,SYBR,,Unkn,,,27.0142805085276,27.0142805085276,0,NaN,NaN,NaN,0,60,
,H08,SYBR,,Unkn,,,34.1694868498128,34.1694868498128,0,NaN,NaN,NaN,0,60,
,H09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H10,SYBR,,Unkn,,,40.3907542256893,40.3907542256893,0,NaN,NaN,NaN,0,60,
,H11,SYBR,,Unkn,,,25.9340318014259,25.9340318014259,0,NaN,NaN,NaN,0,60,
,H12,SYBR,,Unkn,,,26.3326221096757,26.3326221096757,0,NaN,NaN,NaN,0,60,
