,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Unkn,,,25.4131748413924,25.4131748413924,0,NaN,NaN,NaN,0,60,
,A02,SYBR,,Unkn,,,21.0431504900748,21.0431504900748,0,NaN,NaN,NaN,0,60,
,A03,SYBR,,Unkn,,,19.0019975927504,19.0019975927504,0,NaN,NaN,NaN,0,60,
,A04,SYBR,,Unkn,,,29.1553360099,29.1553360099,0,NaN,NaN,NaN,0,60,
,A05,SYBR,,Unkn,,,25.3557078335607,25.3557078335607,0,NaN,NaN,NaN,0,60,
,A06,SYBR,,Unkn,,,26.8356765235023,26.8356765235023,0,NaN,NaN,NaN,0,60,
,A07,SYBR,,Unkn,,,27.0529863820558,27.0529863820558,0,NaN,NaN,NaN,0,60,
,A08,SYBR,,Unkn,,,26.5221138310334,26.5221138310334,0,NaN,NaN,NaN,0,60,
,A09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A10,SYBR,,Unkn,,,35.1783731196257,35.1783731196257,0,NaN,NaN,NaN,0,60,
,A11,SYBR,,Unkn,,,33.8250763735419,33.8250763735419,0,NaN,NaN,NaN,0,60,
,A12,SYBR,,Unkn,,,37.3667232020079,37.3667232020079,0,NaN,NaN,NaN,0,60,
,B01,SYBR,,Unkn,,,24.5685585412808,24.5685585412808,0,NaN,NaN,NaN,0,60,
,B02,SYBR,,Unkn,,,31.8200846939676,31.8200846939676,0,NaN,NaN,NaN,0,60,
,B03,SYBR,,Unkn,,,21.3553871568714,21.3553871568714,0,NaN,NaN,NaN,0,60,
,B04,SYBR,,Unkn,,,27.4865973673918,27.4865973673918,0,NaN,NaN,NaN,0,60,
,B05,SYBR,,Unkn,,,36.2352011943162,36.2352011943162,0,NaN,NaN,NaN,0,60,
,B06,SYBR,,Unkn,,,37.6706340101389,37.6706340101389,0,NaN,NaN,NaN,0,60,
,B07,SYBR,,Unkn,,,25.0135747669022,25.0135747669022,0,NaN,NaN,NaN,0,60,
,B08,SYBR,,Unkn,,,32.7160194721883,32.7160194721883,0,NaN,NaN,NaN,0,60,
,B09,SYBR,,Unkn,,,38.4239466702378,38.4239466702378,0,NaN,NaN,NaN,0,60,
,B10,SYBR,,Unkn,,,36.5271257225962,36.5271257225962,0,NaN,NaN,NaN,0,60,
,B11,SYBR,,Unkn,,,24.5839819743682,24.5839819743682,0,NaN,NaN,NaN,0,60,
,B12,SYBR,,Unkn,,,25.9262972311111,25.9262972311111,0,NaN,NaN,NaN,0,60,
,C01,SYBR,,Unkn,,,25.6141216715553,25.6141216715553,0,NaN,NaN,NaN,0,60,
,C02,SYBR,,Unkn,,,21.2634235110366,21.2634235110366,0,NaN,NaN,NaN,0,60,
,C03,SYBR,,Unkn,,,18.9423578347923,18.9423578347923,0,NaN,NaN,NaN,0,60,
,C04,SYBR,,Unkn,,,29.1938662762631,29.1938662762631,0,NaN,NaN,NaN,0,60,
,C05,SYBR,,Unkn,,,25.4598396762287,25.4598396762287,0,NaN,NaN,NaN,0,60,
,C06,SYBR,,Unkn,,,26.874624610804,26.874624610804,0,NaN,NaN,NaN,0,60,
,C07,SYBR,,Unkn,,,27.2160871472476,27.2160871472476,0,NaN,NaN,NaN,0,60,
,C08,SYBR,,Unkn,,,26.3975819998077,26.3975819998077,0,NaN,NaN,NaN,0,60,
,C09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C10,SYBR,,Unkn,,,36.1258247996573,36.1258247996573,0,NaN,NaN,NaN,0,60,
,C11,SYBR,,Unkn,,,33.835913514411,33.835913514411,0,NaN,NaN,NaN,0,60,
,C12,SYBR,,Unkn,,,39.0651304034032,39.0651304034032,0,NaN,NaN,NaN,0,60,
,D01,SYBR,,Unkn,,,24.3660331207996,24.3660331207996,0,NaN,NaN,NaN,0,60,
,D02,SYBR,,Unkn,,,31.8696242343864,31.8696242343864,0,NaN,NaN,NaN,0,60,
,D03,SYBR,,Unkn,,,21.0938316086747,21.0938316086747,0,NaN,NaN,NaN,0,60,
,D04,SYBR,,Unkn,,,27.0798154705597,27.0798154705597,0,NaN,NaN,NaN,0,60,
,D05,SYBR,,Unkn,,,36.4150023282304,36.4150023282304,0,NaN,NaN,NaN,0,60,
,D06,SYBR,,Unkn,,,38.0889632293996,38.0889632293996,0,NaN,NaN,NaN,0,60,
,D07,SYBR,,Unkn,,,24.6411527512216,24.6411527512216,0,NaN,NaN,NaN,0,60,
,D08,SYBR,,Unkn,,,32.6209386458533,32.6209386458533,0,NaN,NaN,NaN,0,60,
,D09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D10,SYBR,,Unkn,,,37.9676371936602,37.9676371936602,0,NaN,NaN,NaN,0,60,
,D11,SYBR,,Unkn,,,24.4716919291266,24.4716919291266,0,NaN,NaN,NaN,0,60,
,D12,SYBR,,Unkn,,,26.2142089804288,26.2142089804288,0,NaN,NaN,NaN,0,60,
,E01,SYBR,,Unkn,,,25.8630247197199,25.8630247197199,0,NaN,NaN,NaN,0,60,
,E02,SYBR,,Unkn,,,20.8379379495954,20.8379379495954,0,NaN,NaN,NaN,0,60,
,E03,SYBR,,Unkn,,,18.9095611332484,18.9095611332484,0,NaN,NaN,NaN,0,60,
,E04,SYBR,,Unkn,,,29.6884650529226,29.6884650529226,0,NaN,NaN,NaN,0,60,
,E05,SYBR,,Unkn,,,25.5768117623294,25.5768117623294,0,NaN,NaN,NaN,0,60,
,E06,SYBR,,Unkn,,,27.1533284952238,27.1533284952238,0,NaN,NaN,NaN,0,60,
,E07,SYBR,,Unkn,,,28.5170267194908,28.5170267194908,0,NaN,NaN,NaN,0,60,
,E08,SYBR,,Unkn,,,26.2610230964528,26.2610230964528,0,NaN,NaN,NaN,0,60,
,E09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E10,SYBR,,Unkn,,,32.8554112429861,32.8554112429861,0,NaN,NaN,NaN,0,60,
,E11,SYBR,,Unkn,,,33.6210912213187,33.6210912213187,0,NaN,NaN,NaN,0,60,
,E12,SYBR,,Unkn,,,36.9798617549347,36.9798617549347,0,NaN,NaN,NaN,0,60,
,F01,SYBR,,Unkn,,,24.6473616876505,24.6473616876505,0,NaN,NaN,NaN,0,60,
,F02,SYBR,,Unkn,,,32.5640183523902,32.5640183523902,0,NaN,NaN,NaN,0,60,
,F03,SYBR,,Unkn,,,21.1259318456133,21.1259318456133,0,NaN,NaN,NaN,0,60,
,F04,SYBR,,Unkn,,,28.2113151998918,28.2113151998918,0,NaN,NaN,NaN,0,60,
,F05,SYBR,,Unkn,,,37.1528213219747,37.1528213219747,0,NaN,NaN,NaN,0,60,
,F06,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F07,SYBR,,Unkn,,,26.1370467992837,26.1370467992837,0,NaN,NaN,NaN,0,60,
,F08,SYBR,,Unkn,,,33.0752681031718,33.0752681031718,0,NaN,NaN,NaN,0,60,
,F09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
