"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","ensembl_gene_id","entrezgene_id","threshold_OE","genelabels"
"1",8.30592369714065e-213,1.47894532457917,0.283,0.083,2.17025480282588e-208,"IGFBP7","ENSG00000163453",3490,TRUE,"IGFBP7"
"2",8.74643303134894e-131,1.14235512227412,0.744,0.599,2.28535548676116e-126,"FN1","ENSG00000115414",2335,TRUE,"FN1"
"3",1.16501397431289e-82,1.02479429202768,0.356,0.215,3.04406501348215e-78,"POSTN","ENSG00000133110",10631,TRUE,"POSTN"
"4",3.26528988883605e-77,0.981464018995728,0.521,0.386,8.53187595053972e-73,"IGFBP5","ENSG00000115461",3488,TRUE,"IGFBP5"
"5",1.19816437838361e-202,0.90116343852869,0.774,0.571,3.13068370427854e-198,"LGALS1","ENSG00000100097",3956,TRUE,"LGALS1"
"6",2.92525539468565e-192,0.669842075903235,0.85,0.72,7.64339982077414e-188,"CSRP2","ENSG00000175183",1466,TRUE,"CSRP2"
"7",1.4110773456116e-27,0.664303880830336,0.683,0.621,3.68700399634856e-23,"PTN","ENSG00000105894",5764,TRUE,"PTN"
"8",5.51754851772921e-100,0.617799623862709,0.154,0.045,1.44168025219746e-95,"SPARCL1","ENSG00000152583",8404,TRUE,"SPARCL1"
"9",3.08537550072655e-220,0.596112601741274,0.702,0.471,8.06177764584839e-216,"TNC","ENSG00000041982",3371,TRUE,"TNC"
"10",1.46718166204175e-51,0.577197837482173,0.436,0.314,3.83359896474889e-47,"UACA","ENSG00000137831",55075,TRUE,"UACA"
"11",7.10926560991187e-273,0.576866488595485,0.965,0.874,1.85758001121387e-268,"COL1A2","ENSG00000164692",1278,TRUE,"COL1A2"
"12",1.16529759505068e-76,0.561618542193217,0.722,0.592,3.04480608610793e-72,"COL4A1","ENSG00000187498",1282,TRUE,"COL4A1"
"13",1.73117185346564e-183,0.544913277032976,0.931,0.851,4.52337893592038e-179,"BGN","ENSG00000182492",633,TRUE,"BGN"
"14",2.09200651234218e-226,-0.535232156856736,0.59,0.777,5.46620381609888e-222,"GJA1","ENSG00000152661",2697,TRUE,"GJA1"
"15",6.33715682351474e-222,0.534761647847875,0.525,0.258,1.65583570641617e-217,"ARHGAP29","ENSG00000137962",9411,TRUE,"ARHGAP29"
"16",2.22541530672252e-123,0.521610533334337,0.161,0.039,5.81478765493527e-119,"MMP9","ENSG00000100985",4318,TRUE,"MMP9"
"17",3.01296762196364e-39,0.500290618490971,0.633,0.524,7.8725830994288e-35,"COL1A1","ENSG00000108821",1277,TRUE,"COL1A1"
"18",2.30081720033693e-21,0.491795708344735,0.331,0.256,6.01180526276035e-17,"TAGLN","ENSG00000149591",6876,FALSE,""
"19",6.57310779366432e-117,0.457937998850834,0.809,0.683,1.71748733540655e-112,"TPM2","ENSG00000198467",7169,FALSE,""
"20",2.24165213191808e-69,0.447690814931833,0.573,0.454,5.85721285548876e-65,"SCX","ENSG00000260428",642658,FALSE,""
"21",2.14807940543643e-36,0.43658458280775,0.63,0.544,5.61271667846485e-32,"CCL2","ENSG00000108691",6347,FALSE,""
"22",9.291858095602e-206,0.426108563476132,0.995,0.992,2.42786960179985e-201,"IGFBP2","ENSG00000115457",3485,FALSE,""
"23",3.14540723367673e-80,0.423707081737398,0.899,0.901,8.21863456087392e-76,"DCN","ENSG00000011465",1634,FALSE,""
"24",1.6038597022497e-108,0.419283426784219,0.841,0.659,4.19072501600824e-104,"COL3A1","ENSG00000168542",1281,FALSE,""
"25",8.33065583164938e-186,0.411937131642201,0.627,0.399,2.17671706225167e-181,"IGFBP4","ENSG00000141753",3487,FALSE,""
"26",3.24511035255325e-62,0.394921466893659,0.933,0.925,8.47914884018638e-58,"LUM","ENSG00000139329",4060,FALSE,""
"27",3.26976833817748e-89,0.392930668109918,0.842,0.717,8.54357769082394e-85,"COL6A2","ENSG00000142173",1292,FALSE,""
"28",2.34441142055052e-151,0.391663974972511,0.926,0.838,6.12571260075645e-147,"SERPINH1","ENSG00000149257",871,FALSE,""
"29",3.57545584704277e-107,0.390916497342465,0.792,0.637,9.34230858273805e-103,"TIMP1","ENSG00000102265",7076,FALSE,""
"30",4.42874360415664e-82,0.389076724931978,0.876,0.791,1.15718641633009e-77,"COL4A2","ENSG00000134871",1284,FALSE,""
"31",8.53828198776847e-159,-0.383924618179178,0.819,0.901,2.23096770058402e-154,"COL2A1","ENSG00000139219",1280,FALSE,""
"32",2.9287728853949e-85,0.377347399517927,0.83,0.702,7.65259067224834e-81,"LDHA","ENSG00000288299",3939,FALSE,""
"33",6.66372318269197e-97,-0.376132596597508,0.645,0.74,1.74116423040558e-92,"HMGCS1","ENSG00000112972",3157,FALSE,""
"34",4.87445764497002e-130,-0.373748912014171,0.828,0.877,1.27364703805422e-125,"HMGA1","ENSG00000137309",3159,FALSE,""
"35",9.9661990211921e-69,0.367020913880216,0.207,0.1,2.60406814224728e-64,"CYTOR","ENSG00000222041",112597,FALSE,""
"36",9.38479336839083e-10,0.36125113190032,0.25,0.202,2.45215265922684e-05,"MGP","ENSG00000111341",4256,FALSE,""
"37",1.92091991891995e-86,0.360332826712637,0.798,0.684,5.01917165614595e-82,"THY1","ENSG00000154096",7070,FALSE,""
"38",1.77365176979177e-101,0.348095848445386,0.962,0.925,4.63437470928891e-97,"SEPTIN11","ENSG00000138758",55752,FALSE,""
"39",7.06184996405018e-107,-0.348005008252529,0.938,0.943,1.84519077710667e-102,"MT-ND4L","ENSG00000212907",4539,FALSE,""
"40",1.46760142221767e-64,0.340795549097365,0.943,0.915,3.83469575611255e-60,"ID3","ENSG00000283060",3399,FALSE,""
"41",1.91228458884657e-70,-0.339204903550914,0.558,0.643,4.9966084021972e-66,"IGDCC3","ENSG00000174498",9543,FALSE,""
"42",2.39345000003888e-45,-0.331901976813286,0.573,0.641,6.25384550510158e-41,"EGR1","ENSG00000120738",1958,FALSE,""
"43",0,-0.324271634220483,1,1,0,"RPS29","ENSG00000213741",6235,FALSE,""
"44",2.82887971825975e-67,0.324009496789754,0.908,0.842,7.39157981584089e-63,"SPARC","ENSG00000113140",6678,FALSE,""
"45",5.74761228073395e-78,0.320005730700105,0.513,0.369,1.50179361283297e-73,"NFKBIA","ENSG00000100906",4792,FALSE,""
"46",5.82217463664391e-122,0.315985081571233,0.931,0.856,1.52127601080869e-117,"P4HB","ENSG00000185624",5034,FALSE,""
"47",2.63089001011107e-49,-0.310412019465363,0.516,0.608,6.87425250741921e-45,"CD24","ENSG00000272398",100133941,FALSE,""
"48",1.89407631111091e-162,0.308601246978536,0.327,0.135,4.9490319933017e-158,"IFI16","ENSG00000163565",3428,FALSE,""
"49",6.53403824129284e-62,0.304297433965598,0.355,0.232,1.70727885206741e-57,"MCAM","ENSG00000076706",4162,FALSE,""
"50",9.55302042640019e-48,0.299142216922596,0.923,0.871,2.49610870721411e-43,"IFITM3","ENSG00000142089",10410,FALSE,""
"51",2.19612808389717e-29,-0.29898455499502,0.404,0.481,5.73826307041493e-25,"CENPF","ENSG00000117724",1063,FALSE,""
"52",7.10069254623998e-166,0.298847713374145,0.413,0.198,1.85533995540704e-161,"PRKG1","ENSG00000185532",5592,FALSE,""
"53",5.10546142188432e-74,0.294457677022338,0.149,0.056,1.33400601492415e-69,"ITGA1","ENSG00000213949",3672,FALSE,""
