"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","ensembl_gene_id","entrezgene_id","threshold_OE","genelabels"
"1",1.52734370963699e-66,0.971590998889937,0.29,0.081,3.99079637891049e-62,"IGFBP7","ENSG00000163453",3490,TRUE,"IGFBP7"
"2",1.91428227581055e-22,0.759289276989017,0.471,0.323,5.0018281584654e-18,"IGFBP5","ENSG00000115461",3488,TRUE,"IGFBP5"
"3",1.07709459148549e-46,0.721130724220687,0.754,0.564,2.81434045809244e-42,"LGALS1","ENSG00000100097",3956,TRUE,"LGALS1"
"4",4.02206662906602e-15,0.711960879907935,0.279,0.176,1.05092578950866e-10,"POSTN","ENSG00000133110",10631,TRUE,"POSTN"
"5",1.60495809008493e-88,0.639685656356511,0.772,0.496,4.19359499358292e-84,"TNC","ENSG00000041982",3371,TRUE,"TNC"
"6",1.93078483788012e-34,0.636559638081477,0.792,0.644,5.04494770289698e-30,"FN1","ENSG00000115414",2335,TRUE,"FN1"
"7",6.80754273920198e-68,0.602832624512324,0.931,0.896,1.77874284232608e-63,"DCN","ENSG00000011465",1634,TRUE,"DCN"
"8",2.04222807422645e-17,0.582955778192195,0.931,0.879,5.33613773514629e-13,"PTN","ENSG00000105894",5764,TRUE,"PTN"
"9",3.2636813335359e-95,0.581449562776141,0.566,0.254,8.52767295639595e-91,"ARHGAP29","ENSG00000137962",9411,TRUE,"ARHGAP29"
"10",1.60393404395029e-59,0.550017543805775,0.96,0.876,4.19091926343772e-55,"BGN","ENSG00000182492",633,TRUE,"BGN"
"11",1.46237503768109e-06,0.528672075813371,0.192,0.136,0.0382103973595692,"MGP","ENSG00000111341",4256,TRUE,"MGP"
"12",2.8087686061416e-27,0.526172883669155,0.198,0.08,7.33903149098739e-23,"SPARCL1","ENSG00000152583",8404,TRUE,"SPARCL1"
"13",2.08224120915562e-84,-0.522401829162167,0.633,0.834,5.44068805540273e-80,"GJA1","ENSG00000152661",2697,TRUE,"GJA1"
"14",4.56164017754958e-45,0.522197844714948,0.968,0.934,1.19191096199193e-40,"LUM","ENSG00000139329",4060,TRUE,"LUM"
"15",6.06161179942937e-47,-0.506364990240447,0.456,0.643,1.5838385470729e-42,"EGR1","ENSG00000120738",1958,TRUE,"EGR1"
"16",1.60754111162955e-57,0.482619412095693,0.952,0.825,4.20034417057685e-53,"COL1A2","ENSG00000164692",1278,FALSE,""
"17",6.52346935811257e-81,0.464353720455849,0.996,0.993,1.70451730858123e-76,"IGFBP2","ENSG00000115457",3485,FALSE,""
"18",4.91932070913777e-27,-0.453460174257064,0.613,0.712,1.28536930809061e-22,"CCN2","ENSG00000118523",1490,FALSE,""
"19",7.47280197084878e-16,0.395626429024656,0.746,0.648,1.95256842696308e-11,"CCL2","ENSG00000108691",6347,FALSE,""
"20",2.91002769117452e-50,0.394441447213254,0.913,0.777,7.60361135426991e-46,"THY1","ENSG00000154096",7070,FALSE,""
"21",4.94122137654832e-38,-0.394440496919631,0.983,0.99,1.29109173347831e-33,"MT-ND4L","ENSG00000212907",4539,FALSE,""
"22",4.33370525648599e-62,0.393932195680401,0.991,0.97,1.13235384646722e-57,"SEPTIN11","ENSG00000138758",55752,FALSE,""
"23",6.49392712123082e-42,0.38870026153273,0.933,0.842,1.6967982175064e-37,"LDHA","ENSG00000288299",3939,FALSE,""
"24",5.60771694931794e-56,0.382423916095916,0.958,0.882,1.46524036168728e-51,"SERPINH1","ENSG00000149257",871,FALSE,""
"25",2.74129805238589e-25,0.381766666763458,0.808,0.62,7.16273768107909e-21,"COL3A1","ENSG00000168542",1281,FALSE,""
