"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043687","GO:0043687","post-translational protein modification","4/9","373/16626",2.87308211415034e-05,0.0122929481642782,0.00619146395865529,"IGFBP7/LGALS1/IGFBP5/FN1",4
"GO:0008360","GO:0008360","regulation of cell shape","3/9","159/16626",6.91134322009764e-05,0.0122929481642782,0.00619146395865529,"PTN/CCL2/FN1",3
"GO:0045785","GO:0045785","positive regulation of cell adhesion","4/9","480/16626",7.7031492152774e-05,0.0122929481642782,0.00619146395865529,"LGALS1/PTN/CCL2/FN1",4
"GO:0007565","GO:0007565","female pregnancy","3/9","168/16626",8.14102527435644e-05,0.0122929481642782,0.00619146395865529,"IGFBP7/PTN/IGFBP5",3
"GO:0044706","GO:0044706","multi-multicellular organism process","3/9","190/16626",0.000117305412744502,0.0141704938595358,0.00713710827013916,"IGFBP7/PTN/IGFBP5",3
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","3/9","216/16626",0.00017146493066717,0.0172608030204951,0.00869357280049335,"LGALS1/PTN/FN1",3
"GO:0007528","GO:0007528","neuromuscular junction development","2/9","48/16626",0.000290056134577836,0.0250277007550018,0.0126054470515781,"PTN/COL4A1",2
"GO:0030336","GO:0030336","negative regulation of cell migration","3/9","276/16626",0.000352984258469019,0.0261751638446216,0.0131833780953218,"PTN/CCL2/IGFBP5",3
"GO:2000146","GO:2000146","negative regulation of cell motility","3/9","289/16626",0.000404011619003787,0.0261751638446216,0.0131833780953218,"PTN/CCL2/IGFBP5",3
"GO:0051271","GO:0051271","negative regulation of cellular component movement","3/9","296/16626",0.000433363639811616,0.0261751638446216,0.0131833780953218,"PTN/CCL2/IGFBP5",3
"GO:0022604","GO:0022604","regulation of cell morphogenesis","3/9","313/16626",0.000510309649094178,0.0280206389138985,0.0141128697213605,"PTN/CCL2/FN1",3
"GO:0040013","GO:0040013","negative regulation of locomotion","3/9","323/16626",0.000559436720179684,0.0281583149157108,0.0141822115905201,"PTN/CCL2/IGFBP5",3
"GO:0048678","GO:0048678","response to axon injury","2/9","72/16626",0.000652838540541531,0.030331882960545,0.0152769504628747,"LGALS1/PTN",2
"GO:0030500","GO:0030500","regulation of bone mineralization","2/9","75/16626",0.000708177089946367,0.0305527830234004,0.0153882089469549,"PTN/MGP",2
"GO:0050673","GO:0050673","epithelial cell proliferation","3/9","371/16626",0.000837697961286475,0.0318714710337192,0.01605237910203,"PTN/CCL2/IGFBP5",3
"GO:0031589","GO:0031589","cell-substrate adhesion","3/9","372/16626",0.000844277378376666,0.0318714710337192,0.01605237910203,"LGALS1/PTN/FN1",3
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","2/9","85/16626",0.0009085040290372,0.0321078014161852,0.016171409217981,"LGALS1/FN1",2
"GO:0070167","GO:0070167","regulation of biomineral tissue development","2/9","90/16626",0.00101777316561874,0.0321078014161852,0.016171409217981,"PTN/MGP",2
"GO:0001503","GO:0001503","ossification","3/9","400/16626",0.00104220342411563,0.0321078014161852,0.016171409217981,"PTN/IGFBP5/MGP",3
"GO:0110149","GO:0110149","regulation of biomineralization","2/9","92/16626",0.00106317223232401,0.0321078014161852,0.016171409217981,"PTN/MGP",2
"GO:0001558","GO:0001558","regulation of cell growth","3/9","431/16626",0.00129344962735274,0.0356819692768188,0.0179715739299419,"IGFBP7/IGFBP5/FN1",3
"GO:0010975","GO:0010975","regulation of neuron projection development","3/9","441/16626",0.00138201016525312,0.0356819692768188,0.0179715739299419,"LGALS1/PTN/FN1",3
"GO:0050900","GO:0050900","leukocyte migration","3/9","449/16626",0.00145557382415751,0.0356819692768188,0.0179715739299419,"PTN/CCL2/FN1",3
"GO:0043200","GO:0043200","response to amino acid","2/9","108/16626",0.00146092922139063,0.0356819692768188,0.0179715739299419,"PTN/COL4A1",2
"GO:0030278","GO:0030278","regulation of ossification","2/9","112/16626",0.0015699087398322,0.0356819692768188,0.0179715739299419,"PTN/MGP",2
"GO:0030282","GO:0030282","bone mineralization","2/9","113/16626",0.00159774626066286,0.0356819692768188,0.0179715739299419,"PTN/MGP",2
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","2/9","114/16626",0.00162582042486459,0.0356819692768188,0.0179715739299419,"PTN/FN1",2
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","2/9","115/16626",0.00165413102607769,0.0356819692768188,0.0179715739299419,"PTN/FN1",2
"GO:0001101","GO:0001101","response to acid chemical","2/9","122/16626",0.0018589081604994,0.0373999159362507,0.0188368346210813,"PTN/COL4A1",2
"GO:0016049","GO:0016049","cell growth","3/9","494/16626",0.00191591403327628,0.0373999159362507,0.0188368346210813,"IGFBP7/IGFBP5/FN1",3
"GO:0022612","GO:0022612","gland morphogenesis","2/9","124/16626",0.00191953210931088,0.0373999159362507,0.0188368346210813,"PTN/IGFBP5",2
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","2/9","128/16626",0.00204359092262165,0.0379822661448044,0.0191301410175121,"PTN/CCL2",2
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","2/9","129/16626",0.00207519003771282,0.0379822661448044,0.0191301410175121,"PTN/CCL2",2
