,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Unkn,,,24.1402812231556,24.1402812231556,0,NaN,NaN,NaN,0,60,
,A02,SYBR,,Unkn,,,23.3278162178012,23.3278162178012,0,NaN,NaN,NaN,0,60,
,A03,SYBR,,Unkn,,,20.0498260924826,20.0498260924826,0,NaN,NaN,NaN,0,60,
,A04,SYBR,,Unkn,,,30.2838548839262,30.2838548839262,0,NaN,NaN,NaN,0,60,
,A05,SYBR,,Unkn,,,26.9786232486291,26.9786232486291,0,NaN,NaN,NaN,0,60,
,A06,SYBR,,Unkn,,,27.5509087364895,27.5509087364895,0,NaN,NaN,NaN,0,60,
,A07,SYBR,,Unkn,,,26.5970175466185,26.5970175466185,0,NaN,NaN,NaN,0,60,
,A08,SYBR,,Unkn,,,28.2239778314612,28.2239778314612,0,NaN,NaN,NaN,0,60,
,A09,SYBR,,Unkn,,,36.3825171974407,36.3825171974407,0,NaN,NaN,NaN,0,60,
,A10,SYBR,,Unkn,,,30.8398741659085,30.8398741659085,0,NaN,NaN,NaN,0,60,
,A11,SYBR,,Unkn,,,34.3607081965959,34.3607081965959,0,NaN,NaN,NaN,0,60,
,A12,SYBR,,Unkn,,,31.2071715235499,31.2071715235499,0,NaN,NaN,NaN,0,60,
,B01,SYBR,,Unkn,,,26.5256515576031,26.5256515576031,0,NaN,NaN,NaN,0,60,
,B02,SYBR,,Unkn,,,33.8468168369021,33.8468168369021,0,NaN,NaN,NaN,0,60,
,B03,SYBR,,Unkn,,,22.1301789920921,22.1301789920921,0,NaN,NaN,NaN,0,60,
,B04,SYBR,,Unkn,,,27.5357544898993,27.5357544898993,0,NaN,NaN,NaN,0,60,
,B05,SYBR,,Unkn,,,32.1781525441774,32.1781525441774,0,NaN,NaN,NaN,0,60,
,B06,SYBR,,Unkn,,,34.040108259958,34.040108259958,0,NaN,NaN,NaN,0,60,
,B07,SYBR,,Unkn,,,24.9493671161397,24.9493671161397,0,NaN,NaN,NaN,0,60,
,B08,SYBR,,Unkn,,,31.7637020595232,31.7637020595232,0,NaN,NaN,NaN,0,60,
,B09,SYBR,,Unkn,,,30.7658035767605,30.7658035767605,0,NaN,NaN,NaN,0,60,
,B10,SYBR,,Unkn,,,31.6886334337067,31.6886334337067,0,NaN,NaN,NaN,0,60,
,B11,SYBR,,Unkn,,,26.5090457581558,26.5090457581558,0,NaN,NaN,NaN,0,60,
,B12,SYBR,,Unkn,,,28.1487207131975,28.1487207131975,0,NaN,NaN,NaN,0,60,
,C01,SYBR,,Unkn,,,23.9821645053364,23.9821645053364,0,NaN,NaN,NaN,0,60,
,C02,SYBR,,Unkn,,,23.0511310839908,23.0511310839908,0,NaN,NaN,NaN,0,60,
,C03,SYBR,,Unkn,,,19.5428545690281,19.5428545690281,0,NaN,NaN,NaN,0,60,
,C04,SYBR,,Unkn,,,29.9732225428512,29.9732225428512,0,NaN,NaN,NaN,0,60,
,C05,SYBR,,Unkn,,,26.7637883076656,26.7637883076656,0,NaN,NaN,NaN,0,60,
,C06,SYBR,,Unkn,,,27.2086882953657,27.2086882953657,0,NaN,NaN,NaN,0,60,
,C07,SYBR,,Unkn,,,26.1476365974237,26.1476365974237,0,NaN,NaN,NaN,0,60,
,C08,SYBR,,Unkn,,,27.3332868339048,27.3332868339048,0,NaN,NaN,NaN,0,60,
,C09,SYBR,,Unkn,,,36.6987368420707,36.6987368420707,0,NaN,NaN,NaN,0,60,
,C10,SYBR,,Unkn,,,30.6088163614058,30.6088163614058,0,NaN,NaN,NaN,0,60,
,C11,SYBR,,Unkn,,,34.6581113413609,34.6581113413609,0,NaN,NaN,NaN,0,60,
,C12,SYBR,,Unkn,,,30.7939173371808,30.7939173371808,0,NaN,NaN,NaN,0,60,
,D01,SYBR,,Unkn,,,26.3307604005385,26.3307604005385,0,NaN,NaN,NaN,0,60,
,D02,SYBR,,Unkn,,,34.1600909230425,34.1600909230425,0,NaN,NaN,NaN,0,60,
,D03,SYBR,,Unkn,,,21.9743608172117,21.9743608172117,0,NaN,NaN,NaN,0,60,
,D04,SYBR,,Unkn,,,27.1068626410572,27.1068626410572,0,NaN,NaN,NaN,0,60,
,D05,SYBR,,Unkn,,,32.479962427312,32.479962427312,0,NaN,NaN,NaN,0,60,
,D06,SYBR,,Unkn,,,34.2114109352049,34.2114109352049,0,NaN,NaN,NaN,0,60,
,D07,SYBR,,Unkn,,,24.8808395485516,24.8808395485516,0,NaN,NaN,NaN,0,60,
,D08,SYBR,,Unkn,,,31.7228155624673,31.7228155624673,0,NaN,NaN,NaN,0,60,
,D09,SYBR,,Unkn,,,30.7040871223554,30.7040871223554,0,NaN,NaN,NaN,0,60,
,D10,SYBR,,Unkn,,,32.6352250001406,32.6352250001406,0,NaN,NaN,NaN,0,60,
,D11,SYBR,,Unkn,,,26.3969297052194,26.3969297052194,0,NaN,NaN,NaN,0,60,
,D12,SYBR,,Unkn,,,28.323629308933,28.323629308933,0,NaN,NaN,NaN,0,60,
,E01,SYBR,,Unkn,,,23.9649814613663,23.9649814613663,0,NaN,NaN,NaN,0,60,
,E02,SYBR,,Unkn,,,22.4561480090828,22.4561480090828,0,NaN,NaN,NaN,0,60,
,E03,SYBR,,Unkn,,,19.4068561580454,19.4068561580454,0,NaN,NaN,NaN,0,60,
,E04,SYBR,,Unkn,,,29.7611076490644,29.7611076490644,0,NaN,NaN,NaN,0,60,
,E05,SYBR,,Unkn,,,26.6363421181043,26.6363421181043,0,NaN,NaN,NaN,0,60,
,E06,SYBR,,Unkn,,,27.2694633091134,27.2694633091134,0,NaN,NaN,NaN,0,60,
,E07,SYBR,,Unkn,,,26.7219330605167,26.7219330605167,0,NaN,NaN,NaN,0,60,
,E08,SYBR,,Unkn,,,27.3619856385637,27.3619856385637,0,NaN,NaN,NaN,0,60,
,E09,SYBR,,Unkn,,,37.1961661465919,37.1961661465919,0,NaN,NaN,NaN,0,60,
,E10,SYBR,,Unkn,,,32.0664172373085,32.0664172373085,0,NaN,NaN,NaN,0,60,
,E11,SYBR,,Unkn,,,35.0955989820903,35.0955989820903,0,NaN,NaN,NaN,0,60,
,E12,SYBR,,Unkn,,,31.289607652441,31.289607652441,0,NaN,NaN,NaN,0,60,
,F01,SYBR,,Unkn,,,26.0542895198053,26.0542895198053,0,NaN,NaN,NaN,0,60,
,F02,SYBR,,Unkn,,,33.7132543017414,33.7132543017414,0,NaN,NaN,NaN,0,60,
,F03,SYBR,,Unkn,,,21.649962232209,21.649962232209,0,NaN,NaN,NaN,0,60,
,F04,SYBR,,Unkn,,,27.2027906626641,27.2027906626641,0,NaN,NaN,NaN,0,60,
,F05,SYBR,,Unkn,,,32.4971658478561,32.4971658478561,0,NaN,NaN,NaN,0,60,
,F06,SYBR,,Unkn,,,35.8174894778712,35.8174894778712,0,NaN,NaN,NaN,0,60,
,F07,SYBR,,Unkn,,,24.6929515771535,24.6929515771535,0,NaN,NaN,NaN,0,60,
,F08,SYBR,,Unkn,,,32.1017454619545,32.1017454619545,0,NaN,NaN,NaN,0,60,
,F09,SYBR,,Unkn,,,30.843127013456,30.843127013456,0,NaN,NaN,NaN,0,60,
,F10,SYBR,,Unkn,,,31.2867870051848,31.2867870051848,0,NaN,NaN,NaN,0,60,
,F11,SYBR,,Unkn,,,25.9777378424002,25.9777378424002,0,NaN,NaN,NaN,0,60,
,F12,SYBR,,Unkn,,,27.7771248141808,27.7771248141808,0,NaN,NaN,NaN,0,60,
,G01,SYBR,,Unkn,,,24.2082554189634,24.2082554189634,0,NaN,NaN,NaN,0,60,
,G02,SYBR,,Unkn,,,23.0975412188208,23.0975412188208,0,NaN,NaN,NaN,0,60,
,G03,SYBR,,Unkn,,,19.5848353592731,19.5848353592731,0,NaN,NaN,NaN,0,60,
