,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Unkn,,,24.8004886001647,24.8004886001647,0,NaN,NaN,NaN,0,60,
,A02,SYBR,,Unkn,,,22.7630019985162,22.7630019985162,0,NaN,NaN,NaN,0,60,
,A03,SYBR,,Unkn,,,20.1502439131512,20.1502439131512,0,NaN,NaN,NaN,0,60,
,A04,SYBR,,Unkn,,,29.636244920452,29.636244920452,0,NaN,NaN,NaN,0,60,
,A05,SYBR,,Unkn,,,26.9084622762757,26.9084622762757,0,NaN,NaN,NaN,0,60,
,A06,SYBR,,Unkn,,,27.0432238697825,27.0432238697825,0,NaN,NaN,NaN,0,60,
,A07,SYBR,,Unkn,,,28.0900354821927,28.0900354821927,0,NaN,NaN,NaN,0,60,
,A08,SYBR,,Unkn,,,27.7975527007257,27.7975527007257,0,NaN,NaN,NaN,0,60,
,A09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A10,SYBR,,Unkn,,,31.1086950558612,31.1086950558612,0,NaN,NaN,NaN,0,60,
,A11,SYBR,,Unkn,,,32.8235128514814,32.8235128514814,0,NaN,NaN,NaN,0,60,
,A12,SYBR,,Unkn,,,34.1898010140128,34.1898010140128,0,NaN,NaN,NaN,0,60,
,B01,SYBR,,Unkn,,,26.1763329170278,26.1763329170278,0,NaN,NaN,NaN,0,60,
,B02,SYBR,,Unkn,,,33.7138767936535,33.7138767936535,0,NaN,NaN,NaN,0,60,
,B03,SYBR,,Unkn,,,21.4623523028576,21.4623523028576,0,NaN,NaN,NaN,0,60,
,B04,SYBR,,Unkn,,,28.2428486538644,28.2428486538644,0,NaN,NaN,NaN,0,60,
,B05,SYBR,,Unkn,,,36.5201937560408,36.5201937560408,0,NaN,NaN,NaN,0,60,
,B06,SYBR,,Unkn,,,32.5526492229658,32.5526492229658,0,NaN,NaN,NaN,0,60,
,B07,SYBR,,Unkn,,,25.6091046443969,25.6091046443969,0,NaN,NaN,NaN,0,60,
,B08,SYBR,,Unkn,,,33.2937388977344,33.2937388977344,0,NaN,NaN,NaN,0,60,
,B09,SYBR,,Unkn,,,34.0221943625627,34.0221943625627,0,NaN,NaN,NaN,0,60,
,B10,SYBR,,Unkn,,,31.6557522973991,31.6557522973991,0,NaN,NaN,NaN,0,60,
,B11,SYBR,,Unkn,,,25.8403457252803,25.8403457252803,0,NaN,NaN,NaN,0,60,
,B12,SYBR,,Unkn,,,27.9372448043357,27.9372448043357,0,NaN,NaN,NaN,0,60,
,C01,SYBR,,Unkn,,,24.4673690675348,24.4673690675348,0,NaN,NaN,NaN,0,60,
,C02,SYBR,,Unkn,,,22.6838708928647,22.6838708928647,0,NaN,NaN,NaN,0,60,
