,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Unkn,,,24.2988619838572,24.2988619838572,0,NaN,NaN,NaN,0,60,
,A02,SYBR,,Unkn,,,22.4018000377348,22.4018000377348,0,NaN,NaN,NaN,0,60,
,A03,SYBR,,Unkn,,,19.9496067159736,19.9496067159736,0,NaN,NaN,NaN,0,60,
,A04,SYBR,,Unkn,,,29.2967160902944,29.2967160902944,0,NaN,NaN,NaN,0,60,
,A05,SYBR,,Unkn,,,26.6926693528995,26.6926693528995,0,NaN,NaN,NaN,0,60,
,A06,SYBR,,Unkn,,,27.3425561777617,27.3425561777617,0,NaN,NaN,NaN,0,60,
,A07,SYBR,,Unkn,,,27.3813124327369,27.3813124327369,0,NaN,NaN,NaN,0,60,
,A08,SYBR,,Unkn,,,27.2476859274955,27.2476859274955,0,NaN,NaN,NaN,0,60,
,A09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A10,SYBR,,Unkn,,,31.6694994175049,31.6694994175049,0,NaN,NaN,NaN,0,60,
,A11,SYBR,,Unkn,,,31.8671853639412,31.8671853639412,0,NaN,NaN,NaN,0,60,
,A12,SYBR,,Unkn,,,36.1131468974987,36.1131468974987,0,NaN,NaN,NaN,0,60,
,B01,SYBR,,Unkn,,,26.2643093676055,26.2643093676055,0,NaN,NaN,NaN,0,60,
,B02,SYBR,,Unkn,,,33.5621459303728,33.5621459303728,0,NaN,NaN,NaN,0,60,
,B03,SYBR,,Unkn,,,21.8517693602287,21.8517693602287,0,NaN,NaN,NaN,0,60,
,B04,SYBR,,Unkn,,,27.9222890546637,27.9222890546637,0,NaN,NaN,NaN,0,60,
,B05,SYBR,,Unkn,,,35.4297058215453,35.4297058215453,0,NaN,NaN,NaN,0,60,
,B06,SYBR,,Unkn,,,31.10060321723,31.10060321723,0,NaN,NaN,NaN,0,60,
,B07,SYBR,,Unkn,,,25.2529527060023,25.2529527060023,0,NaN,NaN,NaN,0,60,
,B08,SYBR,,Unkn,,,33.379723887125,33.379723887125,0,NaN,NaN,NaN,0,60,
,B09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B10,SYBR,,Unkn,,,33.1092511235079,33.1092511235079,0,NaN,NaN,NaN,0,60,
,B11,SYBR,,Unkn,,,25.9032919793576,25.9032919793576,0,NaN,NaN,NaN,0,60,
,B12,SYBR,,Unkn,,,27.5189633721689,27.5189633721689,0,NaN,NaN,NaN,0,60,
,C01,SYBR,,Unkn,,,24.0057528199825,24.0057528199825,0,NaN,NaN,NaN,0,60,
,C02,SYBR,,Unkn,,,22.1126878258183,22.1126878258183,0,NaN,NaN,NaN,0,60,
,C03,SYBR,,Unkn,,,19.3841582362687,19.3841582362687,0,NaN,NaN,NaN,0,60,
,C04,SYBR,,Unkn,,,28.9212524962976,28.9212524962976,0,NaN,NaN,NaN,0,60,
,C05,SYBR,,Unkn,,,26.4689892212716,26.4689892212716,0,NaN,NaN,NaN,0,60,
,C06,SYBR,,Unkn,,,26.923723107342,26.923723107342,0,NaN,NaN,NaN,0,60,
,C07,SYBR,,Unkn,,,27.0166433185507,27.0166433185507,0,NaN,NaN,NaN,0,60,
,C08,SYBR,,Unkn,,,26.8070063634055,26.8070063634055,0,NaN,NaN,NaN,0,60,
,C09,SYBR,,Unkn,,,37.2221415866669,37.2221415866669,0,NaN,NaN,NaN,0,60,
,C10,SYBR,,Unkn,,,31.5924846212284,31.5924846212284,0,NaN,NaN,NaN,0,60,
,C11,SYBR,,Unkn,,,31.7258789006995,31.7258789006995,0,NaN,NaN,NaN,0,60,
,C12,SYBR,,Unkn,,,35.3284748093577,35.3284748093577,0,NaN,NaN,NaN,0,60,
,D01,SYBR,,Unkn,,,26.2546629354956,26.2546629354956,0,NaN,NaN,NaN,0,60,
,D02,SYBR,,Unkn,,,33.9543220530304,33.9543220530304,0,NaN,NaN,NaN,0,60,
,D03,SYBR,,Unkn,,,21.7184940470163,21.7184940470163,0,NaN,NaN,NaN,0,60,
,D04,SYBR,,Unkn,,,27.4916656735371,27.4916656735371,0,NaN,NaN,NaN,0,60,
,D05,SYBR,,Unkn,,,35.7492808914545,35.7492808914545,0,NaN,NaN,NaN,0,60,
,D06,SYBR,,Unkn,,,30.9825823302382,30.9825823302382,0,NaN,NaN,NaN,0,60,
,D07,SYBR,,Unkn,,,25.1961679801863,25.1961679801863,0,NaN,NaN,NaN,0,60,
,D08,SYBR,,Unkn,,,33.4294403588935,33.4294403588935,0,NaN,NaN,NaN,0,60,
,D09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D10,SYBR,,Unkn,,,33.7170461782683,33.7170461782683,0,NaN,NaN,NaN,0,60,
,D11,SYBR,,Unkn,,,25.9510013181865,25.9510013181865,0,NaN,NaN,NaN,0,60,
,D12,SYBR,,Unkn,,,27.8473900380593,27.8473900380593,0,NaN,NaN,NaN,0,60,
,E01,SYBR,,Unkn,,,24.2213400773777,24.2213400773777,0,NaN,NaN,NaN,0,60,
,E02,SYBR,,Unkn,,,21.594527381043,21.594527381043,0,NaN,NaN,NaN,0,60,
,E03,SYBR,,Unkn,,,19.2678921562792,19.2678921562792,0,NaN,NaN,NaN,0,60,
,E04,SYBR,,Unkn,,,29.0757789096205,29.0757789096205,0,NaN,NaN,NaN,0,60,
,E05,SYBR,,Unkn,,,26.3675697929351,26.3675697929351,0,NaN,NaN,NaN,0,60,
,E06,SYBR,,Unkn,,,26.931725717872,26.931725717872,0,NaN,NaN,NaN,0,60,
,E07,SYBR,,Unkn,,,26.6267859369876,26.6267859369876,0,NaN,NaN,NaN,0,60,
,E08,SYBR,,Unkn,,,26.8972433160796,26.8972433160796,0,NaN,NaN,NaN,0,60,
,E09,SYBR,,Unkn,,,37.7837531453666,37.7837531453666,0,NaN,NaN,NaN,0,60,
,E10,SYBR,,Unkn,,,32.7139720318147,32.7139720318147,0,NaN,NaN,NaN,0,60,
,E11,SYBR,,Unkn,,,33.3054921080871,33.3054921080871,0,NaN,NaN,NaN,0,60,
,E12,SYBR,,Unkn,,,35.7836254530202,35.7836254530202,0,NaN,NaN,NaN,0,60,
,F01,SYBR,,Unkn,,,26.0952261832271,26.0952261832271,0,NaN,NaN,NaN,0,60,
,F02,SYBR,,Unkn,,,33.3849916389376,33.3849916389376,0,NaN,NaN,NaN,0,60,
,F03,SYBR,,Unkn,,,21.3761887824764,21.3761887824764,0,NaN,NaN,NaN,0,60,
,F04,SYBR,,Unkn,,,27.5844380095498,27.5844380095498,0,NaN,NaN,NaN,0,60,
,F05,SYBR,,Unkn,,,36.0919831170561,36.0919831170561,0,NaN,NaN,NaN,0,60,
,F06,SYBR,,Unkn,,,30.0592133374179,30.0592133374179,0,NaN,NaN,NaN,0,60,
,F07,SYBR,,Unkn,,,25.051340639041,25.051340639041,0,NaN,NaN,NaN,0,60,
,F08,SYBR,,Unkn,,,33.4503448708836,33.4503448708836,0,NaN,NaN,NaN,0,60,
,F09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
