,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,FAM,,Unkn,,,24.3356983467211,24.3356983467211,0,NaN,NaN,NaN,0,60,
,A02,FAM,,Unkn,,,24.3993210330829,24.3993210330829,0,NaN,NaN,NaN,0,60,
,A03,FAM,,Unkn,,,23.8442888287169,23.8442888287169,0,NaN,NaN,NaN,0,60,
,A04,FAM,,Unkn,,,25.1988550331618,25.1988550331618,0,NaN,NaN,NaN,0,60,
,A05,FAM,,Unkn,,,24.3709004595111,24.3709004595111,0,NaN,NaN,NaN,0,60,
,A06,FAM,,Unkn,,,24.3053925312159,24.3053925312159,0,NaN,NaN,NaN,0,60,
,A07,FAM,,Unkn,,,24.0592637383228,24.0592637383228,0,NaN,NaN,NaN,0,60,
,A08,FAM,,Unkn,,,24.1927367881932,24.1927367881932,0,NaN,NaN,NaN,0,60,
,A09,FAM,,Unkn,,,23.9502765416132,23.9502765416132,0,NaN,NaN,NaN,0,60,
,A10,FAM,,Unkn,,,23.0697482379656,23.0697482379656,0,NaN,NaN,NaN,0,60,
,A11,FAM,,Unkn,,,22.9502967400626,22.9502967400626,0,NaN,NaN,NaN,0,60,
,A12,FAM,,Unkn,,,24.1188068132921,24.1188068132921,0,NaN,NaN,NaN,0,60,
,B01,FAM,,Unkn,,,24.3753690983247,24.3753690983247,0,NaN,NaN,NaN,0,60,
,B02,FAM,,Unkn,,,24.3293125687959,24.3293125687959,0,NaN,NaN,NaN,0,60,
,B03,FAM,,Unkn,,,24.0298936347065,24.0298936347065,0,NaN,NaN,NaN,0,60,
,B04,FAM,,Unkn,,,24.9287720975631,24.9287720975631,0,NaN,NaN,NaN,0,60,
,B05,FAM,,Unkn,,,24.1322258127376,24.1322258127376,0,NaN,NaN,NaN,0,60,
,B06,FAM,,Unkn,,,24.2195368971025,24.2195368971025,0,NaN,NaN,NaN,0,60,
,B07,FAM,,Unkn,,,24.1886268993442,24.1886268993442,0,NaN,NaN,NaN,0,60,
,B08,FAM,,Unkn,,,23.7825176961931,23.7825176961931,0,NaN,NaN,NaN,0,60,
,B09,FAM,,Unkn,,,23.9898127768252,23.9898127768252,0,NaN,NaN,NaN,0,60,
,B10,FAM,,Unkn,,,23.041194528469,23.041194528469,0,NaN,NaN,NaN,0,60,
,B11,FAM,,Unkn,,,22.8594418185398,22.8594418185398,0,NaN,NaN,NaN,0,60,
,B12,FAM,,Unkn,,,24.0419632916068,24.0419632916068,0,NaN,NaN,NaN,0,60,
,C01,FAM,,Unkn,,,24.5275665956653,24.5275665956653,0,NaN,NaN,NaN,0,60,
,C02,FAM,,Unkn,,,24.1135646632178,24.1135646632178,0,NaN,NaN,NaN,0,60,
,C03,FAM,,Unkn,,,23.6240999890412,23.6240999890412,0,NaN,NaN,NaN,0,60,
,C04,FAM,,Unkn,,,24.2462820920244,24.2462820920244,0,NaN,NaN,NaN,0,60,
,C05,FAM,,Unkn,,,24.3091368167717,24.3091368167717,0,NaN,NaN,NaN,0,60,
,C06,FAM,,Unkn,,,23.1379167908767,23.1379167908767,0,NaN,NaN,NaN,0,60,
,C07,FAM,,Unkn,,,23.4670365106133,23.4670365106133,0,NaN,NaN,NaN,0,60,
,C08,FAM,,Unkn,,,23.1758942341228,23.1758942341228,0,NaN,NaN,NaN,0,60,
,C09,FAM,,Unkn,,,23.049138645659,23.049138645659,0,NaN,NaN,NaN,0,60,
,C10,FAM,,Unkn,,,22.8655138497268,22.8655138497268,0,NaN,NaN,NaN,0,60,
,C11,FAM,,Unkn,,,23.5540600567346,23.5540600567346,0,NaN,NaN,NaN,0,60,
,C12,FAM,,Unkn,,,23.0010814472172,23.0010814472172,0,NaN,NaN,NaN,0,60,
,D01,FAM,,Unkn,,,23.3669241953564,23.3669241953564,0,NaN,NaN,NaN,0,60,
,D02,FAM,,Unkn,,,22.9248169344451,22.9248169344451,0,NaN,NaN,NaN,0,60,
,D03,FAM,,Unkn,,,22.6456673497916,22.6456673497916,0,NaN,NaN,NaN,0,60,
,D04,FAM,,Unkn,,,23.101245163914,23.101245163914,0,NaN,NaN,NaN,0,60,
,D05,FAM,,Unkn,,,23.0967955299368,23.0967955299368,0,NaN,NaN,NaN,0,60,
,D06,FAM,,Unkn,,,22.0629837941683,22.0629837941683,0,NaN,NaN,NaN,0,60,
,D07,FAM,,Unkn,,,22.3247495316556,22.3247495316556,0,NaN,NaN,NaN,0,60,
,D08,FAM,,Unkn,,,22.0712345850071,22.0712345850071,0,NaN,NaN,NaN,0,60,
,D09,FAM,,Unkn,,,22.0365479801568,22.0365479801568,0,NaN,NaN,NaN,0,60,
,D10,FAM,,Unkn,,,21.8205368231792,21.8205368231792,0,NaN,NaN,NaN,0,60,
,D11,FAM,,Unkn,,,22.2406716894402,22.2406716894402,0,NaN,NaN,NaN,0,60,
,D12,FAM,,Unkn,,,22.6254846641169,22.6254846641169,0,NaN,NaN,NaN,0,60,
,E01,FAM,,Unkn,,,30.7416306092886,30.7416306092886,0,NaN,NaN,NaN,0,60,
,E02,FAM,,Unkn,,,32.2108449471592,32.2108449471592,0,NaN,NaN,NaN,0,60,
,E03,FAM,,Unkn,,,30.1710723954941,30.1710723954941,0,NaN,NaN,NaN,0,60,
,E04,FAM,,Unkn,,,29.090936724509,29.090936724509,0,NaN,NaN,NaN,0,60,
,E05,FAM,,Unkn,,,28.0116966302278,28.0116966302278,0,NaN,NaN,NaN,0,60,
,E06,FAM,,Unkn,,,28.4518648388869,28.4518648388869,0,NaN,NaN,NaN,0,60,
,E07,FAM,,Unkn,,,29.7154169044139,29.7154169044139,0,NaN,NaN,NaN,0,60,
,E08,FAM,,Unkn,,,29.7876606281913,29.7876606281913,0,NaN,NaN,NaN,0,60,
,E09,FAM,,Unkn,,,29.7910834771985,29.7910834771985,0,NaN,NaN,NaN,0,60,
,E10,FAM,,Unkn,,,28.262299164517,28.262299164517,0,NaN,NaN,NaN,0,60,
,E11,FAM,,Unkn,,,29.0267563276743,29.0267563276743,0,NaN,NaN,NaN,0,60,
,E12,FAM,,Unkn,,,31.0449279297367,31.0449279297367,0,NaN,NaN,NaN,0,60,
,F01,FAM,,Unkn,,,31.3852360779649,31.3852360779649,0,NaN,NaN,NaN,0,60,
,F02,FAM,,Unkn,,,32.4808314413912,32.4808314413912,0,NaN,NaN,NaN,0,60,
,F03,FAM,,Unkn,,,30.3083868655882,30.3083868655882,0,NaN,NaN,NaN,0,60,
,F04,FAM,,Unkn,,,29.1810445755206,29.1810445755206,0,NaN,NaN,NaN,0,60,
,F05,FAM,,Unkn,,,28.5651538857059,28.5651538857059,0,NaN,NaN,NaN,0,60,
,F06,FAM,,Unkn,,,28.6552475820464,28.6552475820464,0,NaN,NaN,NaN,0,60,
,F07,FAM,,Unkn,,,29.7223788690436,29.7223788690436,0,NaN,NaN,NaN,0,60,
