,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,FAM,,Unkn,,,28.3478879784069,28.3478879784069,0,NaN,NaN,NaN,0,60,
,A02,FAM,,Unkn,,,27.0578881348944,27.0578881348944,0,NaN,NaN,NaN,0,60,
,A03,FAM,,Unkn,,,26.3750332092481,26.3750332092481,0,NaN,NaN,NaN,0,60,
,A04,FAM,,Unkn,,,26.6515886081594,26.6515886081594,0,NaN,NaN,NaN,0,60,
,A05,FAM,,Unkn,,,24.2227999853404,24.2227999853404,0,NaN,NaN,NaN,0,60,
,A06,FAM,,Unkn,,,26.1646713138959,26.1646713138959,0,NaN,NaN,NaN,0,60,
,A07,FAM,,Unkn,,,27.08467664524,27.08467664524,0,NaN,NaN,NaN,0,60,
,A08,FAM,,Unkn,,,26.0510815170118,26.0510815170118,0,NaN,NaN,NaN,0,60,
,A09,FAM,,Unkn,,,26.8364345103805,26.8364345103805,0,NaN,NaN,NaN,0,60,
,A10,FAM,,Unkn,,,26.2705518150972,26.2705518150972,0,NaN,NaN,NaN,0,60,
,A11,FAM,,Unkn,,,25.9362934794445,25.9362934794445,0,NaN,NaN,NaN,0,60,
,A12,FAM,,Unkn,,,26.3771765832823,26.3771765832823,0,NaN,NaN,NaN,0,60,
,B01,FAM,,Unkn,,,27.4600915130438,27.4600915130438,0,NaN,NaN,NaN,0,60,
,B02,FAM,,Unkn,,,27.2209781213935,27.2209781213935,0,NaN,NaN,NaN,0,60,
,B03,FAM,,Unkn,,,26.4249140495478,26.4249140495478,0,NaN,NaN,NaN,0,60,
,B04,FAM,,Unkn,,,26.4472623581371,26.4472623581371,0,NaN,NaN,NaN,0,60,
,B05,FAM,,Unkn,,,24.173489477203,24.173489477203,0,NaN,NaN,NaN,0,60,
,B06,FAM,,Unkn,,,26.1118612362325,26.1118612362325,0,NaN,NaN,NaN,0,60,
,B07,FAM,,Unkn,,,27.4129246541699,27.4129246541699,0,NaN,NaN,NaN,0,60,
,B08,FAM,,Unkn,,,24.952558980016,24.952558980016,0,NaN,NaN,NaN,0,60,
,B09,FAM,,Unkn,,,27.1111311368679,27.1111311368679,0,NaN,NaN,NaN,0,60,
,B10,FAM,,Unkn,,,26.3727180984898,26.3727180984898,0,NaN,NaN,NaN,0,60,
,B11,FAM,,Unkn,,,26.0115307317327,26.0115307317327,0,NaN,NaN,NaN,0,60,
,B12,FAM,,Unkn,,,26.1785537534146,26.1785537534146,0,NaN,NaN,NaN,0,60,
,C01,FAM,,Unkn,,,26.8898192765026,26.8898192765026,0,NaN,NaN,NaN,0,60,
,C02,FAM,,Unkn,,,25.2600317905516,25.2600317905516,0,NaN,NaN,NaN,0,60,
,C03,FAM,,Unkn,,,24.1613176609986,24.1613176609986,0,NaN,NaN,NaN,0,60,
,C04,FAM,,Unkn,,,25.1841886161791,25.1841886161791,0,NaN,NaN,NaN,0,60,
,C05,FAM,,Unkn,,,21.5594410424112,21.5594410424112,0,NaN,NaN,NaN,0,60,
,C06,FAM,,Unkn,,,24.3082348589451,24.3082348589451,0,NaN,NaN,NaN,0,60,
,C07,FAM,,Unkn,,,25.0103679620669,25.0103679620669,0,NaN,NaN,NaN,0,60,
,C08,FAM,,Unkn,,,23.3565751177463,23.3565751177463,0,NaN,NaN,NaN,0,60,
,C09,FAM,,Unkn,,,24.946190375636,24.946190375636,0,NaN,NaN,NaN,0,60,
,C10,FAM,,Unkn,,,24.5232739446989,24.5232739446989,0,NaN,NaN,NaN,0,60,
,C11,FAM,,Unkn,,,24.6596093099069,24.6596093099069,0,NaN,NaN,NaN,0,60,
,C12,FAM,,Unkn,,,23.668878185706,23.668878185706,0,NaN,NaN,NaN,0,60,
,D01,FAM,,Unkn,,,26.0799465059392,26.0799465059392,0,NaN,NaN,NaN,0,60,
